recovery_id,tag_code,tag_status,Vessel_type,Cruise_no,Haul_or_Delivery_no,species_name_by_observer,Missing_Fins,sample:in_or_out?,recovery_date,run_year,Lat,latmin,Hem,Long,Longm,Bear,Area,sex,gonad_m,length,weight,Other_comments,Date_entered,Plant_recovery,detection_method,sampling_site,Date_snout_sent_to_ABL,Detected_with,sampling_,fishery,gear_name,Report_code,New_data,length_code,length_type,weight_code,weight_type,recorded_mark,location_type,hssector,specimen_number,ADFG_stat_area,Initials_CWT_reade
2017170006,636647,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20170510,2017,50,57,          ,        ,       ,             ,630, F      ,         ,580,2, specimen #9 in delivery                                           ,20171207, N                 , E                , hsrf                 ,                                    ,               ,           ,812, trawl        , REP18            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,3,6,505730,                    
2017170005,41537,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20170510,2017,50,57,          ,        ,       ,             ,630, F      ,         ,560,2, specimen #8 in delivery                                           ,20171207, N                 , E                , hsrf                 ,                                    ,               ,           ,812, trawl        , REP18            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,3,5,505730,                    
2017170004,610454,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20170510,2017,50,57,          ,        ,       ,             ,630, M      ,         ,650,3, specimen #7 in delivery                                           ,20171207, N                 , E                , hsrf                 ,                                    ,               ,           ,812, trawl        , REP18            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,3,4,505730,                    
2017170003,636801,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20170510,2017,51,57,          ,        ,       ,             ,630, M      ,         ,630,1.8," specimen #3 in delivery, small adipose piece only                 ",20171207, N                 , E                , hsrf                 ,                                    ,               ,           ,812, trawl        , REP18            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,3,3, 515700 (58%);      ,                    
2017170002,636651,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20170511,2017,49,57,          ,        ,       ,             ,630, M      ,         ,600,2.2, specimen #5 in delivery                                           ,20171207, N                 , E                , hsrf                 ,                                    ,               ,           ,812, trawl        , REP18            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,3,2,495730,                    
2017170001,636651,1, Rockfish          ,                    ,                               , Chinook                  , None             , in                      ,20170511,2017,51,57,          ,        ,       ,             ,630, F      ,         ,540,1.6, specimen #31 in delivery                                          ,20171207, N                 , E                , hsrf                 ,                                    ,               ,           ,812, trawl        , REP18            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,3,1, 515700 (50%);      ,                    
2016170030,180270,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,620, F      ,         ,490,1.9,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,30,                    ,                    
2016170029,182481,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,620, F      ,         ,500,1.5,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,29,                    ,                    
2016170028,90853,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,620, F      ,         ,590,2.9,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,28,                    ,                    
2016170027,211136,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,620, M      ,         ,530,2.3,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,27,                    ,                    
2016170026,90919,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,                   , F      ,         ,440,1.3,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,26,                    ,                    
2016170025,183071,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,620, M      ,         ,500,1.9,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,25,                    ,                    
2016170024,183279,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,620, M      ,         ,480,1.7,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,24,                    ,                    
2016170023,636664,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,620, F      ,         ,550,2.3,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,23,                    ,                    
2016170022,200108,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20161105,2016,55,56,          ,        ,       ,             ,620, F      ,         ,670,3.5,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,22,                    ,                    
2016170021,636504,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160806,2016,51,57,          ,        ,       ,             ,630, F      ,         ,610,3.1,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,21,                    ,                    
2016170020,                 ,2, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20160625,2016,48,58,          ,        ,       ,             ,630, F      ,         ,570,2.2,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,20,                    ,                    
2016170019,                 ,2, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20160610,2016,             ,        ,          ,        ,       ,             ,630, M      ,         ,610,2.8,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,19,                    ,                    
2016170018,636648,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20160607,2016,51,57,          ,        ,       ,             ,630, F      ,         ,490,1.5,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,18,                    ,                    
2016170017,                 ,2, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20160607,2016,51,57,          ,        ,       ,             ,630, F      ,         ,610,3,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,17,                    ,                    
2016170016,211049,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20160602,2016,50,57,          ,        ,       ,             ,630, M      ,         ,650,3,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,16,                    ,                    
2016170015,90713,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20160531,2016,49,57,          ,        ,       ,             ,630, F      ,         ,670,3.5,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,15,                    ,                    
2016170014,31674,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20160529,2016,49,57,          ,        ,       ,             ,630, M      ,         ,640,3,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,14,                    ,                    
2016170013,210486,1, Rockfish          ,                    ,                               , Chinook                  , None             , in                      ,20160529,2016,49,57,          ,        ,       ,             ,630, M      ,         ,710,5,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,13,                    ,                    
2016170012,211093,1, Rockfish          ,                    ,                               , Chinook salmon           , None             , in                      ,20160518,2016,54,55,          ,        ,       ,             ,620, F      ,         ,440,1.2, NMFS area 630 also written                                        ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,12,                    ,                    
2016170011,94634,1, Rockfish          ,                    ,                               , Chinook salmon           , Ad               , in                      ,20160512,2016,49,57,          ,        ,       ,             ,630, F      ,         ,640,3.1,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,11,                    ,                    
2016170010,                 ,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160509,2016,49,57,          ,        ,       ,             ,630, F      ,         ,500,1.4, agency code 20                                                    ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,10,                    ,                    
2016170009,636508,1, Rockfish          ,                    ,                               , Chinook salmon           , None             , in                      ,20160510,2016,49,57,          ,        ,       ,             ,630, M      ,         ,560,1.9,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,9,                    ,                    
2016170008,                 ,2, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160508,2016,50,57,          ,        ,       ,             ,630, F      ,         ,580,2,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,8,                    ,                    
2016170007,93653,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160508,2016,50,57,          ,        ,       ,             ,630, M      ,         ,470,1.2,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,7,                    ,                    
2016170006,211087,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160508,2016,50,57,          ,        ,       ,             ,630, M      ,         ,440,1.2,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,6,                    ,                    
2016170005,                 ,2, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160508,2016,50,57,          ,        ,       ,             ,630, M      ,         ,410,1,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,5,                    ,                    
2016170004,90713,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160508,2016,49,58,          ,        ,       ,             ,630, F      ,         ,590,2.2,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,4,                    ,                    
2016170003,90713,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160505,2016,50,57,          ,        ,       ,             ,630, F      ,         ,600,2.3,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,3,                    ,                    
2016170002,636584,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20160505,2016,50,57,          ,        ,       ,             ,630, M      ,         ,530,1.7,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,2,                    ,                    
2016170001,                 ,2, Rockfish          ,                    ,1, Chinook                  , Ad               , in                      ,20160504,2016,51,57,          ,        ,       ,             ,630, F      ,         ,420,0.9,                                                                   ,20161223, N                 , E                , hsrf                 ,20160604,               ,           ,812, trawl        , REP17            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,1,                    ,                    
2015170036,211049,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151117,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,560,2.3," Stat Area 494730, 495800. Sample #4                               ",20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,36,                    ,                    
2015170035,180684,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151111,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,540,2.1, Stat Area 505700. Sample #33                                      ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,35,                    ,                    
2015170034,                 ,2, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151111,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,630,2.8, Stat area 505700. Sample #32                                      ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,34,                    ,                    
2015170033,90713,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151111,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,600,2.7, Stat Area 505700. Sample #31                                      ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,33,                    ,                    
2015170032,90713,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151111,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,630,3.1, Stat Area 505700. Sample #30                                      ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,32,                    ,                    
2015170031,                 ,2, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151110,2015,             ,        ,          ,        ,       ,             ,630, M      ,         ,360,0.7," Stat area 495800, 495730. Sample #11                              ",20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,31,                    ,                    
2015170030,90861,1, Rockfish          ,                    ,                               , Chinook                  , None             , in                      ,20151110,2015,             ,        ,          ,        ,       ,             ,630, M      ,         ,380,0.8," Stat Area 495800, 495730. Sample #10                              ",20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,30,                    ,                    
2015170029,90713,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151108,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,640,3.2, Stat Area 515700                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,29,                    ,                    
2015170028,211049,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151104,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,580,2.4, Stat Area 515700                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,28,                    ,                    
2015170027,93651,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20151101,2015,             ,        ,          ,        ,       ,             ,630, M      ,         ,630,3.2, Stat Area 515700                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,27,                    ,                    
2015170026,90718,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150927,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,520,2," Stat Area 515700, 525630                                          ",20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,26,                    ,                    
2015170025,90718,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150711,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,500,1.5," Stat Area 505700, 505730, 515700                                  ",20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,25,                    ,                    
2015170024,182192,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150625,2015,             ,        ,          ,        ,       ,             ,630, M      ,         ,770,5.9," Stat area 505730, 495730, 505730                                  ",20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,3,                    ,                    
2015170023,90713,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150618,2015,57,10,          ,152,38,             ,630, M      ,         ,560,2,                                                                   ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,8,                    ,                    
2015170022,                 ,2, Rockfish          ,                    ,                               , Chinook                  , None             , in                      ,20150607,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,780,5.7, Postive signal not 100% sure                                      ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,1,                    ,                    
2015170021,                 ,2, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150603,2015,             ,        ,          ,        ,       ,             ,630, M      ,         ,520,1.5, Stat Area 495800                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,2,                    ,                    
2015170020,636508,1, Rockfish          ,                    ,                               , Chinook                  , None             , in                      ,20150603,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,550,1.7, Stat Area 495800                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,1,                    ,                    
2015170019,                 ,2, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150603,2015,             ,        ,          ,        ,       ,             ,630, M      ,         ,510,1.4, Stat Area 505730                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,4,                    ,                    
2015170018,90713,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150530,2015,58,4,          ,149,21,             ,630, F      ,         ,540,1.8,                                                                   ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,72,                    ,                    
2015170017,                 ,2, Rockfish          ,                    ,                               , Chinook                  , None             , in                      ,20150530,2015,58,4,          ,149,21,             ,630, M      ,         ,540,1.8,                                                                   ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,21,                    ,                    
2015170016,40993,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150523,2015,57,10,          ,151,6,             ,630, F      ,         ,660,3,                                                                   ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,17,                    ,                    
2015170015,55367,1, Rockfish          ,                    ,                               , Chinook                  , None             , in                      ,20150523,2015,57,10,          ,151,6,             ,630, F      ,         ,650,3,                                                                   ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,16,                    ,                    
2015170014,636507,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150522,2015,57,58,          ,149,27,             ,630, F      ,         ,510,1.3,                                                                   ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,53,                    ,                    
2015170013,                 ,2, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150522,2015,57,7,          ,151,10,             ,630, F      ,         ,510,1.6,                                                                   ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,35,                    ,                    
2015170012,                 ,3, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150522,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,620,3, Stat Area 515700                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,46,                    ,                    
2015170011,636508,1, Rockfish          ,                    ,                               , Chinook                  , None             , in                      ,20150522,2015,             ,        ,          ,        ,       ,             ,630, M      ,         ,640,3, Stat Area 515700                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,37,                    ,                    
2015170010,90599,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150522,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,690,3.7, Stat Area 515700                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,28,                    ,                    
2015170009,92055,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150519,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,530,1.7, Stat area 495730 (80%) and 505700 (20%). Binary                   ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,16,                    ,                    
2015170008,636475,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150518,2015,             ,        ,          ,        ,       ,             ,630, M      ,         ,550,1.9, Stat Area 515700                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,10,                    ,                    
2015170007,42995,1, Rockfish          ,                    ,                               , Chinook                  , Ad               , in                      ,20150513,2015,             ,        ,          ,        ,       ,             ,630, F      ,         ,520,1.8, Stat Area 535602                                                  ,20160113, N                 , E                , hsrf                 ,20150604,               ,           ,812, trawl        , REP16            , N                  ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,33,                    ,                    
