recovery_id,tag_code,Observer,vessel_name,cruise_no,PERMIT,Haul_or_Delivery_no,year,month,day,Lat,Long,ves_akr_length,trip_target_code,gf_processing_sector,length_category
1998091130,312605,ZAMROK_K,VIKING,NA,,52,1998,10,18,NA,NA,144,pollock,S,Large
1998091132,312511,LATORRA_R,GREAT PACIFIC,NA,,7,1998,10,16,54,165,124,pollock,S,Small
1998091141,182156,DAVIES_T,GOLDEN DAWN,NA,,70,1998,10,23,54,165,149,pollock,S,Large
1998091143,182250,STOUGHINN_M,PEGGY JO,NA,,1,1998,01,24,56,155,99,pollock,S,Small
1998091146,181953,STOUGHINN_M,PEGGY JO,NA,,1,1998,01,24,56,159,99,pollock,S,Small
1998091149,0501020205,KILLGORE,PACIFIC VIKING,NA,,168,1998,09,19,56,158,127,pollock,S,Large
1998091150,181457,KILLGORE,PACIFIC VIKING,NA,,162,1998,09,11,56,157,127,pollock,S,Large
1998091151,181514,KILLGORE,PACIFIC VIKING,NA,,198,1998,10,02,56,158,127,pollock,S,Large
1998091152,182857,SEITHER_R,AURIGA,NA,,46,1998,10,18,54,165,193,pollock,S,Large
1998091153,182317,KILLGORE,PACIFIC VIKING,NA,,189,1998,10,02,56,158,127,pollock,S,Large
1998091154,071151,KILLGORE,PACIFIC VIKING,NA,,208,1998,10,10,56,157,127,pollock,S,Large
1998091155,183355,KILLGORE,PACIFIC VIKING,NA,,208,1998,10,10,56,157,127,pollock,S,Large
1998091156,312556,KILLGORE,PACIFIC VIKING,NA,,162,1998,09,11,55,160,127,pollock,S,Large
1998091157,181814,KILLGORE,PACIFIC VIKING,NA,,162,1998,09,11,55,160,127,pollock,S,Large
1998091158,181238,KILLGORE,PACIFIC VIKING,NA,,150,1998,10,06,55,158,127,pollock,S,Large
1998091159,181860,KILLGORE,PACIFIC VIKING,NA,,167,1998,09,17,56,157,127,pollock,S,Large
1998091160,212948,KILLGORE,PACIFIC VIKING,NA,,184,1998,09,29,56,158,127,pollock,S,Large
1998091161,181841,KILLGORE,PACIFIC VIKING,NA,,203,1998,10,09,55,157,127,pollock,S,Large
1998091162,032306,KILLGORE,PACIFIC VIKING,NA,,179,1998,09,26,56,158,127,pollock,S,Large
1998091164,182251,KILLGORE,PACIFIC VIKING,NA,,200,1998,10,06,56,158,127,pollock,S,Large
1998091165,182231,KILLGORE,PACIFIC VIKING,NA,,205,1998,10,09,56,157,127,pollock,S,Large
1998091166,182732,KILLGORE,PACIFIC VIKING,NA,,162,1998,09,11,55,160,127,pollock,S,Large
1998091167,182501,KILLGORE,PACIFIC VIKING,NA,,162,1998,09,11,55,160,127,pollock,S,Large
1998091168,312603,KILLGORE,PACIFIC VIKING,NA,,155,1998,09,09,55,160,127,pollock,S,Large
1998091169,070962,BERTRAND_J,PACIFIC RAM,NA,,205,1998,10,12,57,154,82,pollock,S,Small
1998091170,044738,SVESS_A,TRAVELER,NA,,6,1998,09,21,56,155,109,pollock,S,Small
1998091172,181237,HENNER,PERSISTENCE,NA,,5,1998,02,03,56,155,NA,pollock,S,"NA"
1998091174,215512,SVESS_A,TRAVELER,NA,,5,1998,09,21,56,155,109,pollock,S,Small
1998091175,044711,SVESS_A,CARAVELLE,NA,,2,1998,09,27,57,152,86,pollock,S,Small
1998091176,071252,SVESS_A,TRAVELER,NA,,8,1998,09,23,56,155,109,pollock,S,Small
1998091177,182344,SVESS_A,TRAVELER,NA,,3,1998,09,20,57,154,109,pollock,S,Small
1998091178,312605,SVESS_A,TRAVELER,NA,,8,1998,09,23,56,155,109,pollock,S,Small
1998091179,054453,HOOPER_S,MARATHON,NA,,25,1998,10,01,56,155,87,pollock,S,Small
1998091180,312550,HOOPER_S,MARATHON,NA,,25,1998,10,01,56,155,87,pollock,S,Small
1998091181,312608,HOOPER_S,MARATHON,NA,,25,1998,10,01,56,155,87,pollock,S,Small
1998091182,471727,BERTRANA,PACIFIC RAM,NA,,204,1998,10,11,56,155,82,pollock,S,Small
1998091183,181349,HOOPER_S,MARATHON,NA,,25,1998,10,01,56,155,87,pollock,S,Small
1998091184,036220,RUMSEY_A,PACIFIC STAR,NA,,13,1998,06,06,58,153,79,pollock,S,Small
1998091189,044234,HOOPER_S,MARATHON,NA,,25,1998,10,01,56,155,87,pollock,S,Small
1998091191,183148,BERTRAND_J,PACIFIC RAM,NA,,205,1998,10,12,57,154,82,pollock,S,Small
1998091192,0501011211,SVESS_A,TRAVELER,NA,,8,1998,09,23,56,155,109,pollock,S,Small
1998091195,181816,RUMSEY_A,PACIFIC STAR,NA,,13,1998,06,06,58,153,79,pollock,S,Small
1998091196,182850,RILEY_C,VIKING EXPLORER,NA,,161,1998,09,05,55,158,124,pollock,S,Small
1998091197,181514,RILEY_C,VIKING EXPLORER,NA,,NA,1998,09,03,NA,NA,124,pollock,S,Small
1998091202,1301040102,BARTSON,STARWARD,NA,,410,1998,10,14,54,165,123,pollock,S,Small
1998091204,182732,BARTSON,STARWARD,NA,,410,1998,10,16,54,165,123,pollock,S,Small
1998091211,182731,M_OBID,AURIGA,NA,,1,1998,10,21,54,166,193,pollock,S,Large
1999091001,070752,DUIFHUIS_C,VANGUARD,NA,,606,1999,02,17,57,154,94,pollock,S,Small
1999091002,312605,,PACIFIC STAR,NA,,402,1999,02,04,57,154,79,pollock,S,Small
1999091003,0501020406,DUIFHUIS_C,LISA MELINDA,NA,,500,1999,02,10,57,154,81,pollock,S,Small
1999091004,092250,DUIFHUIS_C,VANGUARD,NA,,604,1999,02,16,57,154,94,pollock,S,Small
1999091005,182251,DUIFHVIS_D,VANGUARD,NA,,606,1999,02,17,57,154,94,pollock,S,Small
1999091006,182754,,PROGRESS,NA,,101,1999,01,20,57,152,118,pollock,S,Small
1999091007,212953,,LISA MELINDA,NA,,300,1999,02,01,57,154,81,pollock,S,Small
1999091008,182533,,LISA MELINDA,NA,,300,1999,02,01,57,154,81,pollock,S,Small
1999091010,312557,TINSMAN_H,COMMODORE,NA,,NA,1999,02,11,NA,NA,133,pollock,S,Large
1999091011,181863,MO,PACIFIC VIKING,NA,,6,1999,01,25,55,160,127,pollock,S,Large
1999091012,183355,MO,PACIFIC VIKING,NA,,7,1999,01,26,55,160,127,pollock,S,Large
1999091014,183147,BRIAN_M,KATIE ANN,NA,,126,1999,02,12,55,164,296,pollock,CP,Large
1999091015,182501,TINSMAN_H,COMMODORE,NA,,24,1999,02,16,57,154,133,pollock,S,Large
1999091016,092120,TINSMAN_H,COMMODORE,NA,,NA,1999,02,15,57,154,133,pollock,S,Large
1999091017,182531,TINSMAN_H,COMMODORE,NA,,22,1999,02,14,57,154,133,pollock,S,Large
1999091018,044544,TINSMAN_H,COMMODORE,NA,,NA,1999,02,13,NA,NA,133,pollock,S,Large
1999091019,044701,TINSMAN_H,COMMODORE,NA,,4,1999,01,24,57,152,133,pollock,S,Large
1999091021,182855,TINSMAN_H,COMMODORE,NA,,6,1999,01,26,57,152,133,pollock,S,Large
1999091022,182850,TINSMAN_H,COMMODORE,NA,,NA,1999,02,11,NA,NA,133,pollock,S,Large
1999091023,044532,TINSMAN_H,COMMODORE,NA,,20,1999,02,13,57,154,133,pollock,S,Large
1999091024,092242,TINSMAN_H,COMMODORE,NA,,NA,1999,02,15,57,154,133,pollock,S,Large
1999091025,182849,TINSMAN_H,COMMODORE,NA,,NA,1999,02,11,NA,NA,133,pollock,S,Large
1999091026,635209,TINSMAN_H,COMMODORE,NA,,24,1999,02,15,57,154,133,pollock,S,Large
1999091027,181514,TINSMAN_H,COMMODORE,NA,,22,1999,02,15,57,154,133,pollock,S,Large
1999091028,091748,TINSMAN_H,COMMODORE,NA,,20,1999,02,13,57,154,133,pollock,S,Large
1999091029,092320,TINSMAN_H,COMMODORE,NA,,NA,1999,02,13,NA,NA,133,pollock,S,Large
1999091030,182533,TINSMAN_H,COMMODORE,NA,,20,1999,02,13,57,154,133,pollock,S,Large
1999091032,183148,BIERAUGEL,AURIGA,NA,,45,1999,03,20,54,165,193,other,S,Large
1999091034,044757,5470,MAR PACIFICO,NA,,17,1999,02,12,57,154,96,pollock,S,Small
1999091035,183348,NORMAN_B,OCEAN ROVER,NA,,224,1999,03,30,57,173,256,other,CP,Large
1999091037,032246,5470,MAR PACIFICO,NA,,17,1999,02,12,57,154,96,pollock,S,Small
1999091038,182529,DRUMMOND,PACIFIC VIKING,NA,,5,1999,01,24,55,160,127,pollock,S,Large
1999091039,182342,MASON_B,KATIE ANN,NA,,31,1999,02,02,54,164,296,pollock,CP,Large
1999091039,182342,MASON_B,KATIE ANN,NA,,31,1999,02,02,54,164,296,pollock,CP,Large
1999091040,182501,DRUMMOND,PACIFIC VIKING,NA,,5,1999,01,24,55,160,127,pollock,S,Large
1999091041,182733,5442,NEW LIFE,NA,,163,1999,02,01,57,154,79,pollock,S,Small
1999091042,182855,5442,NEW LIFE,NA,,103,1999,02,01,57,154,79,pollock,S,Small
1999091043,181654,5442,NEW LIFE,NA,,101,1999,01,26,57,152,79,pollock,S,Small
1999091044,636054,5442,HICKORY WIND,NA,,107,1999,02,14,57,154,107,pollock,S,Small
1999091045,636328,5442,NEW LIFE,NA,,103,1999,02,01,57,154,79,pollock,S,Small
1999091049,0501011211,5372,INTREPID EXPLORER,NA,,20,1999,02,16,57,154,124,pollock,S,Small
1999091050,092229,5372,INTREPID EXPLORER,NA,,17,1999,02,14,57,154,124,pollock,S,Small
1999091051,043829,5372,INTREPID EXPLORER,NA,,17,1999,02,14,57,154,124,pollock,S,Small
1999091052,182834,5372,INTREPID EXPLORER,NA,,19,1999,02,16,57,154,124,pollock,S,Small
1999091053,092148,5372,INTREPID EXPLORER,NA,,20,1999,02,16,57,154,124,pollock,S,Small
1999091056,181514,5310,NORDIC EXPLORER,NA,,10,1999,02,01,57,154,NA,pollock,S,"NA"
1999091057,044711,5310,NORDIC EXPLORER,NA,,10,1999,02,01,57,154,NA,pollock,S,"NA"
1999091071,182733,BORKHUIS_W,UNIMAK,NA,,376,1999,04,17,55,155,185,other,CP,Large
1999091085,182732,5372,INTREPID EXPLORER,NA,,21,1999,02,17,57,154,124,pollock,S,Small
1999091086,092319,5372,INTREPID EXPLORER,NA,,19,1999,02,16,57,154,124,pollock,S,Small
1999091087,092215,5372,INTREPID EXPLORER,NA,,19,1999,02,16,57,154,124,pollock,S,Small
1999091088,092148,5372,INTREPID EXPLORER,NA,,19,1999,02,16,57,154,124,pollock,S,Small
1999091089,182833,5372,INTREPID EXPLORER,NA,,19,1999,02,16,57,154,124,pollock,S,Small
1999091090,092241,5372,INTREPID EXPLORER,NA,,19,1999,02,16,57,154,124,pollock,S,Small
1999091091,092320,5372,INTREPID EXPLORER,NA,,21,1999,02,17,57,154,124,pollock,S,Small
1999091113,182251,GROSS_J,PACIFIC RAM,NA,,1,1999,02,01,57,154,82,pollock,S,Small
1999091114,044711,5442,NEW LIFE,NA,,105,1999,02,04,57,154,79,pollock,S,Small
1999091115,092247,5442,HICKORY WIND,NA,,105,1999,02,13,57,154,107,pollock,S,Small
1999091116,092215,GROSS_J,PACIFIC RAM,NA,,2,1999,02,01,57,154,82,pollock,S,Small
1999091117,636002,GROSS_J,PACIFIC RAM,NA,,1,1999,02,01,57,154,82,pollock,S,Small
1999091121,092147,O'DOHERTY_G,MARATHON,NA,,3,1999,09,26,56,155,87,pollock,S,Small
1999091122,182755,O'DOHERTY_G,MARATHON,NA,,3,1999,09,26,56,155,87,pollock,S,Small
1999091123,183210,O'DOHERTY_G,MARATHON,NA,,3,1999,09,26,56,155,87,pollock,S,Small
1999091124,182808,O'DOHERTY_G,MARATHON,NA,,3,1999,09,26,56,155,87,pollock,S,Small
1999091126,092319,O'DOHERTY_G,PACIFIC STAR,NA,,1,1999,09,27,56,155,79,pollock,S,Small
1999091128,091850,O'DOHERTY_G,MARATHON,NA,,3,1999,09,26,56,155,87,pollock,S,Small
1999091129,183211,O'DOHERTY_G,PACIFIC STAR,NA,,NA,1999,09,28,55,155,79,pollock,S,Small
1999091131,044532,5650,TOPAZ,NA,,NA,1999,09,27,57,155,86,pollock,S,Small
1999091133,182529,5650,TOPAZ,NA,,NA,1999,09,26,57,154,86,pollock,S,Small
1999091134,092447,5650,TOPAZ,NA,,NA,1999,09,26,57,154,86,pollock,S,Small
1999091136,312532,MROZINSKI_C,TRAVELER,NA,,3,1999,10,09,56,155,109,pollock,S,Small
1999091137,044820,5650,TOPAZ,NA,,NA,1999,09,26,57,154,86,pollock,S,Small
1999091138,092319,5650,TOPAZ,NA,,NA,1999,09,26,57,155,86,pollock,S,Small
1999091139,044234,5650,TOPAZ,NA,,NA,1999,09,26,57,155,86,pollock,S,Small
1999091140,182733,LANDES,LESLIE LEE,NA,,111,1999,02,15,57,154,97,pollock,S,Small
1999091141,092247,LANDES,ROSELLA,NA,,102,1999,02,17,57,151,90,other,S,Small
1999091142,043829,LANDES,LESLIE LEE,NA,,111,1999,02,15,57,154,97,pollock,S,Small
1999091143,092319,5650,TOPAZ,NA,,4,1999,09,26,57,154,86,pollock,S,Small
1999091144,182250,5650,TOPAZ,NA,,NA,1999,09,27,57,154,86,pollock,S,Small
1999091145,181514,FLETCHER_R,CHELSEA K,NA,,NA,1999,01,30,NA,NA,150,pollock,S,Large
1999091146,092159,SHELTON_R,MAJESTY,NA,,2,1999,06,11,56,154,99,pollock,S,Small
1999091147,312532,CLABORN,WALTER N,NA,,2,1999,10,07,56,155,99,pollock,S,Small
1999091148,312532,CLABORN,WALTER N,NA,,5,1999,10,10,56,155,99,pollock,S,Small
1999091149,312558,VANDEVEER_JOYCE,WESTWARD I,NA,,9,1999,09,21,NA,NA,135,pollock,S,Large
1999091150,044701,BAFUS_TYLER,COMMODORE,NA,,NA,1999,06,06,58,152,133,pollock,S,Large
1999091151,092239,TARDEWETHER/BUFUS,ARCTIC FJORD,NA,,482,1999,11,08,54,165,275,pollock,CP,Large
1999091152,312607,DEVESA-LAUX_EDUARDO_,ARCTIC FJORD,NA,,426,1999,10,15,54,165,275,pollock,CP,Large
1999091155,312555,SHELTON_R,MAJESTY,NA,,2,1999,06,11,56,154,99,pollock,S,Small
1999091156,183352,5795,MARCY J,NA,,110,1999,09,19,56,155,97,pollock,S,Small
1999091157,312532,5795,MARCY J,NA,,110,1999,09,19,56,155,97,pollock,S,Small
1999091170,181656,NAOVLEON_V,ALYESKA,NA,,102,1999,01,21,57,152,122,pollock,S,Small
1999091171,312631,5183,PROGRESS,NA,,203,1999,10,08,56,155,118,pollock,S,Small
1999091172,044711,MOORE_P,PROGRESS,NA,,203,1999,10,08,56,155,118,pollock,S,Small
1999091173,182155,HAWKINS_M,HICKORY WIND,NA,,103,1999,01,24,57,152,107,pollock,S,Small
1999091174,044611,MOORE_P,PROGRESS,NA,,203,1999,10,08,56,155,118,pollock,S,Small
1999091175,312555,MOORE_P,PROGRESS,NA,,203,1999,10,08,56,155,118,pollock,S,Small
1999091176,312532,MOORE_P,PROGRESS,NA,,201,1999,10,08,56,155,118,pollock,S,Small
1999091177,183356,5851,LESLIE LEE,NA,,1,1999,10,09,56,155,97,pollock,S,Small
1999091178,044820,5851,LESLIE LEE,NA,,1,1999,10,09,56,155,97,pollock,S,Small
1999091179,045001,HALL_J,COHO,NA,,1,1999,10,09,56,155,71,pollock,S,Small
1999091180,312635,HALL_J,COHO,NA,,1,1999,10,09,56,155,71,pollock,S,Small
1999091181,312607,HALL_J,COHO,NA,,1,1999,10,09,56,155,71,pollock,S,Small
1999091182,312635,HALL_J,COHO,NA,,1,1999,10,09,56,155,71,pollock,S,Small
1999091183,183211,KING_J,ELIZABETH F,NA,,9,1999,09,28,56,155,90,pollock,S,Small
1999091192,091718,J_CUSICK,LEGACY,NA,,133,1999,04,05,58,149,132,other,CP,Large
1999091198,636007,J_CUSICK,LEGACY,NA,,178,1999,04,13,55,155,132,other,CP,Large
1999091246,092230,M_HAWKINS,DAWN,NA,,402,1999,02,15,57,154,92,pollock,S,Small
1999091247,181350,M_HAWKINS,DAWN,NA,,403,1999,02,15,57,154,92,pollock,S,Small
1999091248,636063,5738,AMERICAN NO I,NA,,21,1999,08,10,58,148,160,other,CP,Large
1999091249,212961,5412,DAWN,NA,,403,1999,02,15,57,154,92,pollock,S,Small
1999091259,183356,5779,SEA MAC,NA,,1,1999,09,14,57,151,87,pollock,S,Small
1999091260,044244,5807,MISS SARAH,NA,,189,1999,10,14,56,155,103,pollock,S,Small
1999091261,312629,5807,MISS SARAH,NA,,187,1999,10,09,56,155,103,pollock,S,Small
1999091262,312532,5807,MISS SARAH,NA,,190,1999,10,15,57,154,103,pollock,S,Small
1999091264,636327,5807,MISS SARAH,NA,,187,1999,10,09,56,155,103,pollock,S,Small
1999091265,184216,5738,MARATHON,NA,,3,1999,09,26,56,155,87,pollock,S,Small
2000091001,182608,O'DANIEL_KEVIN,MILKY WAY,NA,,4,2000,01,24,54,159,72,pollock,S,Small
2000091003,044942,6193,ALLIANCE,NA,,380,2000,05,06,53,166,107,other,CP,Small
2000091004,044662,5988,PROGRESS,NA,,44,2000,03,18,56,155,118,pollock,S,Small
2000091006,092249,5976,VAERDAL,NA,,344,2000,03,16,53,164,124,other,CP,Small
2000091007,183209,5976,VAERDAL,NA,,380,2000,03,26,53,165,124,other,CP,Small
2000091071,092320,6007,EXCALIBUR II,NA,,10,2000,02,07,58,153,92,pollock,S,Small
2000091076,092705,JEANETTE_ALAS,PACIFIC RAM,NA,,1,2000,10,01,57,151,82,pollock,S,Small
2000091077,182863,JEANETTE_ALAS,PACIFIC RAM,NA,,NA,2000,10,04,57,151,82,pollock,S,Small
2000091078,044820,5918,LESLIE LEE,NA,,3,2000,02,04,58,153,97,pollock,S,Small
2000091079,044701,5918,LESLIE LEE,NA,,3,2000,02,04,58,153,97,pollock,S,Small
2000091085,044701,6007,EXCALIBUR II,NA,,10,2000,02,07,58,153,92,pollock,S,Small
2000091086,471735,6040,LISA MELINDA,NA,,5,2000,01,23,58,152,81,pollock,S,Small
2000091087,092447,5918,GOLD RUSH,NA,,6,2000,02,11,58,153,99,pollock,S,Small
2000091088,183910,5918,GOLD RUSH,NA,,5,2000,02,10,58,153,99,pollock,S,Small
2000091090,044532,5918,GOLD RUSH,NA,,5,2000,02,10,58,153,99,pollock,S,Small
2000091091,040152,6515,WALTER N,NA,,1,2000,10,01,58,150,99,pollock,S,Small
2000091092,092319,6007,EXCALIBUR II,NA,,10,2000,02,07,58,153,92,pollock,S,Small
2000091093,044709,5918,LESLIE LEE,NA,,6,2000,02,06,58,153,97,pollock,S,Small
2000091094,044637,6515,WALTER N,NA,,1,2000,10,01,58,150,99,pollock,S,Small
2000091097,091856,JEANETTE_ALAS,PACIFIC RAM,NA,,1,2000,10,01,57,151,82,pollock,S,Small
2000091099,092508,6071,PEGGY JO,NA,,106,2000,02,01,58,153,99,pollock,S,Small
2000091100,092452,6071,HICKORY WIND,NA,,318,2000,02,11,58,153,107,pollock,S,Small
2000091101,044709,6007,EXCALIBUR II,NA,,8,2000,02,06,58,153,92,pollock,S,Small
2000091102,044709,6040,LISA MELINDA,NA,,8,2000,01,24,57,152,81,pollock,S,Small
2000091103,045003,6040,LISA MELINDA,NA,,8,2000,01,24,57,152,81,pollock,S,Small
2000091107,630603,5918,GOLD RUSH,NA,,5,2000,02,10,58,153,99,pollock,S,Small
2000091108,183910,6071,HICKORY WIND,NA,,317,2000,02,10,58,153,107,pollock,S,Small
2000091110,045003,6007,EXCALIBUR II,NA,,7,2000,02,05,58,153,92,pollock,S,Small
2000091111,183157,6071,HICKORY WIND,NA,,317,2000,02,10,58,153,107,pollock,S,Small
2000091112,092521,6007,WALTER N,NA,,7,2000,01,27,58,153,99,pollock,S,Small
2000091219,183150,6516,TOPAZ,NA,,1,2000,10,06,58,151,86,pollock,S,Small
2000091257,183211,6442,NEW LIFE,NA,,8,2000,08,29,58,150,79,pollock,S,Small
2000091259,092519,6442,ELIZABETH F,NA,,8,2000,08,25,58,150,90,pollock,S,Small
2000091260,044817,6442,ELIZABETH F,NA,,2,2000,08,21,58,151,90,pollock,S,Small
2000091264,312629,6442,NEW LIFE,NA,,208,2000,08,29,58,150,79,pollock,S,Small
2000091279,044662,6441,WALTER N,NA,,11,2000,08,25,58,150,99,pollock,S,Small
2000091280,092449,6441,WALTER N,NA,,12,2000,08,26,58,150,99,pollock,S,Small
2000091282,183356,6441,WALTER N,NA,,15,2000,08,27,58,150,99,pollock,S,Small
2000091284,044830,J_ALAS,WALTER N,NA,,15,2000,08,27,58,150,99,pollock,S,Small
2000091285,092627,6441,WALTER N,NA,,11,2000,08,25,58,150,99,pollock,S,Small
2000091289,213003,6441,WALTER N,NA,,12,2000,08,26,58,150,99,pollock,S,Small
2000091290,092446,J_ALAS,WALTER N,NA,,17,2000,08,28,58,150,99,pollock,S,Small
2000091296,630134,6441,WALTER N,NA,,17,2000,08,28,58,150,99,pollock,S,Small
2000091299,092519,6441,WALTER N,NA,,1,2000,08,20,57,151,99,pollock,S,Small
2000091302,092449,6441,WALTER N,NA,,12,2000,08,26,58,150,99,pollock,S,Small
2000091303,500437,J_ALAS,WALTER N,NA,,15,2000,08,27,58,150,99,pollock,S,Small
2000091304,210128,6441,WALTER N,NA,,11,2000,08,25,58,150,99,pollock,S,Small
2000091305,630611,6441,WALTER N,NA,,17,2000,08,28,58,150,99,pollock,S,Small
2000091306,183863,6441,WALTER N,NA,,17,2000,08,28,58,150,99,pollock,S,Small
2000091307,092449,6441,WALTER N,NA,,7,2000,08,23,58,150,99,pollock,S,Small
2000091308,092514,J_ALAS,WALTER N,NA,,15,2000,08,27,58,150,99,pollock,S,Small
2000091329,312635,6529,SEAFREEZE ALASKA,NA,,37,2000,11,25,52,171,295,other,CP,Large
2001091001,183432,,COHO,NA,,NA,2001,02,25,57,154,71,pollock,S,Small
2001091004,183209,S_EASTWOOD,COLLIER BROTHERS,NA,,4,2001,03,02,52,156,95,other,S,Small
2001091005,092511,6857,VANGUARD,NA,,17,2001,01,27,57,152,94,pollock,S,Small
2001091006,092627,6857,VANGUARD,NA,,NA,2001,01,27,57,152,94,pollock,S,Small
2001091008,183308,6798,PACIFIC RAM,NA,,6,2001,01,27,57,152,82,pollock,S,Small
2001091009,044854,6798,PACIFIC RAM,NA,,6,2001,01,27,57,152,82,pollock,S,Small
2001091010,044829,6798,PACIFIC RAM,NA,,6,2001,01,27,57,152,82,pollock,S,Small
2001091011,040239,6897,CAPE KIWANDA,NA,,5,2001,02,14,58,153,85,pollock,S,Small
2001091013,092519,6897,CAPE KIWANDA,NA,,5,2001,02,14,58,153,85,pollock,S,Small
2001091015,183356,M_STRAYER,PACIFIC VIKING,NA,,24,2001,03,05,56,167,127,pollock,S,Large
2001091039,092632,6848,HIGHLAND LIGHT,NA,,31,2001,02,08,55,164,270,pollock,CP,Large
2001091078,312621,7259,PEGASUS,NA,,45,2001,10,15,54,165,96,pollock,S,Small
2001091079,310144,7529,PEGASUS,NA,,44,2001,10,14,54,165,96,pollock,S,Small
2001091082,183245,7201,SEA WOLF,NA,,127,2001,10,21,54,165,125,pollock,S,Large
2001091089,183910,6771,STARBOUND,NA,,100,2001,02,27,55,164,300,pollock,CP,Large
2001091090,312629,6771,STARBOUND,NA,,94,2001,02,26,55,164,300,pollock,CP,Large
2001091093,183356,6801,PACIFIC EXPLORER,NA,,NA,2001,03,24,51,177,236,other,M,Large
2001091094,312621,K_ATTROGE,OCEAN PEACE,NA,,478,2001,08,27,56,165,219,pollock,CP,Large
2001091126,312619,7141,ISLAND ENTERPRISE,NA,,570,2001,09,26,57,173,312,pollock,CP,Large
2001091127,310248,7339,AURORA,NA,,118,2001,10,03,54,165,193,pollock,S,Large
2001091128,310233,7113,AURIGA,NA,,117,2001,10,05,54,165,193,pollock,S,Large
2001091130,312619,7170,GREAT PACIFIC,NA,,74,2001,08,25,54,165,124,pollock,S,Small
2001091140,630610,6927,NEW LIFE,NA,,55,2001,03,28,57,153,79,pollock,S,Small
2001091146,044820,6893,ALASKAN,NA,,26,2001,03,16,57,152,73,pollock,S,Small
2001091147,040117,6893,LAURA,NA,,94,2001,03,27,57,155,93,pollock,S,Small
2001091149,183159,6833,GREAT PACIFIC,NA,,52,2001,03,28,56,170,124,pollock,S,Small
2001091150,092519,6833,GREAT PACIFIC,NA,,3,2001,02,01,54,164,124,pollock,S,Small
2001091151,183228,,CONSTELLATION,NA,,386,2001,04,14,53,164,166,other,CP,Large
2001091184,630610,6871,MAJESTY,NA,,5,2001,02,03,57,154,99,pollock,S,Small
2001091185,044818,6871,MAJESTY,NA,,5,2001,02,03,57,154,99,pollock,S,Small
2002091000,183162,A574,PACIFIC PRINCE,NA,,20,2002,02,02,55,164,149,pollock,S,Large
2002091002,310234,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091004,210167,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091005,310235,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091006,184357,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091008,093053,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091009,093053,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091010,040419,7562,MAR PACIFICO,NA,,21,2002,03,10,57,152,96,pollock,S,Small
2002091011,184507,7556,GOLDEN DAWN,NA,,1,2002,01,22,55,164,149,pollock,S,Large
2002091012,184517,7484,AURORA,NA,,19,2002,02,16,55,165,193,pollock,S,Large
2002091015,310234,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091020,092712,7835,PACIFIC PRINCE,NA,,104,2002,08,07,54,165,149,pollock,S,Large
2002091021,630170,7465,ALSEA,NA,,14,2002,03,04,55,164,124,pollock,S,Small
2002091022,630177,7853,WESTWARD I,NA,,43,2002,09,04,55,165,135,pollock,S,Large
2002091023,092817,7835,PACIFIC PRINCE,NA,,119,2002,08,22,54,165,149,pollock,S,Large
2002091027,312617,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091028,183836,7556,GOLDEN DAWN,NA,,10,2002,01,28,54,166,149,pollock,S,Large
2002091031,213001,7485,PACIFIC PRINCE,NA,,7,2002,01,26,54,165,149,pollock,S,Large
2002091034,310244,7816,COMMODORE,NA,,260,2002,08,31,54,165,133,pollock,S,Large
2002091035,310260,,LISA MELINDA,NA,,8,2002,03,14,56,155,81,pollock,S,Small
2002091036,092653,7468,STARBOUND,NA,,41,2002,01,31,55,164,300,pollock,CP,Large
2002091037,040353,7962,SEA MAC,NA,,6,2002,09,08,55,158,87,pollock,S,Small
2002091038,310142,7490,NORTHERN EAGLE,NA,,83,2002,02,10,56,164,341,pollock,CP,Large
2002091039,184338,7951,PACIFIC STAR,NA,,336,2002,10,22,57,152,79,pollock,S,Small
2002091041,183837,7951,PACIFIC STAR,NA,,335,2002,10,21,57,154,79,pollock,S,Small
2002091042,184516,7860,KODIAK ENTERPRISE,NA,,398,2002,10,02,56,168,275,pollock,CP,Large
2002091043,032312,8028,TOPAZ,NA,,5,2002,11,01,57,154,86,pollock,S,Small
2002091044,310134,7914,NORTHERN GLACIER,NA,,536,2002,09,23,54,165,201,pollock,CP,Large
2002091045,040393,7951,MAR PACIFICO,NA,,266,2002,10,31,57,154,96,pollock,S,Small
2002091047,310235,7947,GOLD RUSH,NA,,214,2002,09,22,54,165,99,pollock,S,Small
2002091048,182160,7965,MARATHON,NA,,3,2002,10,07,55,158,87,pollock,S,Small
2002091049,213001,7860,KODIAK ENTERPRISE,NA,,398,2002,10,02,56,168,275,pollock,CP,Large
