,state/prov,F/M,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,description,rmpc_region,rmpc_basin,Rec area-W,Rec area.Shelton,Rec area.Shelton2,Rec area.Shelton3,Rec.area.Sullaway.Shelton,Rec.area.GS.nmfs
1,1,M,1M,1,AK M,NA,NA,PENI,WEAK,Alaska marine,WEAK,PENI,AK,AK,AK,AK,AK,AK
2,1,M,1M1,1,AK M 1,NA,NA,PENI,WEAK,"Alaska marine, Region 1",WEAK,PENI,NSE SSE,NSE SSE,NSE SSE,NSE SSE,NSE SSE,NSE SSE
3,1,M,1M1  001,1,AK M 1 001,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, District 001",SEAK,SEAKG,SSE,SSEAK,SSEAK,SSEAK,SSEAK,SSEAK
4,1,M,1M1  001 00,1,AK M 1 001-00,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, District 001, Subdistrict 00",SEAK,SEAKG,SSE,SSEAK,SSEAK,SSEAK,SSEAK,SSEAK
5,1,M,1M101,1,AK M 1 01,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, PELICAN,  Quadrant , District , Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
6,1,M,1M101    NW11391,1,AK M 1 01 NW11391,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, PELICAN,  Quadrant NW, District 113, Subdistrict 91",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
7,1,M,1M101    NW11395,1,AK M 1 01 NW11395,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, PELICAN,  Quadrant NW, District 113, Subdistrict 95",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
8,1,M,1M102    NW,1,AK M 1 02 NW,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE,  Quadrant NW, District , Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
9,1,M,1M102    NW11391,1,AK M 1 02 NW11391,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE,  Quadrant NW, District 113, Subdistrict 91",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
10,1,M,1M102    NW11394,1,AK M 1 02 NW11394,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE,  Quadrant NW, District 113, Subdistrict 94",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
11,1,M,1M102    NW11421,1,AK M 1 02 NW11421,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE,  Quadrant NW, District 114, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
12,1,M,1M102    NW11450,1,AK M 1 02 NW11450,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, ELFIN COVE, Quadrant NW, District 114, Subdistrict 50",SEAK,SENW,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
13,1,M,1M102MB  NE11140,NA,AM M 1 02 MBNE11140,NA,NA,NA,NA,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NE, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
14,1,M,1M102MB  NW113,1,AK M 1 02 MBNW113,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
15,1,M,1M102MB  NW11301,NA,AK M 1 02 MBNW11301,NA,NA,NA,NA,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
16,1,M,1M102MB  NW11391,1,AK M 1 02 MBNW11391,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict 91",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
17,1,M,1M102MB  NW11393,1,AK M 1 02 MBNW11393,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict 93",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
18,1,M,1M102MB  NW11394,1,AK M 1 02 MBNW11394,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict 94",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
19,1,M,1M102MB  NW11395,1,AK M 1 02 MBNW11395,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 113, Subdistrict 95",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
20,1,M,1M102MB  NW11421,1,AK M 1 02 MBNW11421,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 114, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
21,1,M,1M102MB  NW11440,1,AK M 1 02 MBNW11440,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 114, Subdistrict 40",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
22,1,M,1M102MB  NW11450,1,AK M 1 02 MBNW11450,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 114, Subdistrict 50",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
23,1,M,1M102MB  NW11611,1,AK M 1 02 MBNW11611,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MB,  Quadrant NW, District 116, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
24,1,M,1M102MS  NW113,1,AK M 1 02 MSNW113,NA,NA,WEAKG,WEAK,"Alaska marine, Region 1, ELFIN COVE, MS,  Quadrant NW, District 113, Subdistrict",WEAK,WEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
25,1,NA,1M102MS  NW11301,NA,AK M 1 02 MSNW11301,NA,NA,NA,NA,"Alaska marine, Region 1, ELFIN COVE, MS, Quadrant NW, District 113, Subdistrict 01",NA,NA,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
26,1,M,1M102MS  NW11391,1,AK M 1 02 MSNW11391,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MS,  Quadrant NW, District 113, Subdistrict 91",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
27,1,M,1M102MS  NW11393,NA,AK M 1 02 MSNW11393,NA,NA,SEAKG,SEAK,NA,NA,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
28,1,M,1M102MS  NW11395,1,AK M 1 02 MSNW11395,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, ELFIN COVE, MS,  Quadrant NW, District 113, Subdistrict 95",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
29,1,M,1M103,1,AK M 1 03,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant , District , Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
30,1,M,1M103    NE109,1,AK M 1 03 NE109,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 109, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
31,1,M,1M103    NE10910,1,AK M 1 03 NE10910,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 109, Subdistrict 10",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
32,1,M,1M103    NE10920,1,AK M 1 03 NE10920,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 109, Subdistrict 20",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
33,1,M,1M103    NE11150,1,AK M 1 03 NE11150,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 111, Subdistrict 50",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
34,1,M,1M103    NE112,1,AK M 1 03 NE112,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
35,1,M,1M103    NE11211,1,AK M 1 03 NE11211,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
36,1,M,1M103    NE11212,1,AK M 1 03 NE11212,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 12",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
37,1,M,1M103    NE11241,1,AK M 1 03 NE11241,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
38,1,M,1M103    NE11242,1,AK M 1 03 NE11242,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 42",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
39,1,M,1M103    NE11250,1,AK M 1 03 NE11250,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NE, District 112, Subdistrict 50",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
40,1,M,1M103    NW113,1,AK M 1 03 NW113,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
41,1,M,1M103    NW11311,1,AK M 1 03 NW11311,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
42,1,M,1M103    NW11312,1,AK M 1 03 NW11312,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 12",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
43,1,M,1M103    NW11321,1,AK M 1 03 NW11321,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
44,1,M,1M103    NW11322,1,AK M 1 03 NW11322,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 22",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
45,1,M,1M103    NW11331,1,AK M 1 03 NW11331,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
46,1,M,1M103    NW11333,1,AK M 1 03 NW11333,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 33",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
47,1,M,1M103    NW11334,1,AK M 1 03 NW11334,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 34",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
48,1,M,1M103    NW11335,1,AK M 1 03 NW11335,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 35",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
49,1,M,1M103    NW11338,1,AK M 1 03 NW11338,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 38",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
50,1,M,1M103    NW11341,1,AK M 1 03 NW11341,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
51,1,M,1M103    NW11342,1,AK M 1 03 NW11342,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 42",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
52,1,M,1M103    NW11343,1,AK M 1 03 NW11343,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 43",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
53,1,M,1M103    NW11344,1,AK M 1 03 NW11344,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 44",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
54,1,M,1M103    NW11345,1,AK M 1 03 NW11345,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 45",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
55,1,M,1M103    NW11351,1,AK M 1 03 NW11351,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 51",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
56,1,M,1M103    NW11355,1,AK M 1 03 NW11355,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 55",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
57,1,M,1M103    NW11359,1,AK M 1 03 NW11359,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 59",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
58,1,M,1M103    NW11361,1,AK M 1 03 NW11361,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 61",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
59,1,M,1M103    NW11362,1,AK M 1 03 NW11362,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 62",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
60,1,M,1M103    NW11363,1,AK M 1 03 NW11363,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 63",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
61,1,M,1M103    NW11366,1,AK M 1 03 NW11366,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 66",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
62,1,M,1M103    NW11371,1,AK M 1 03 NW11371,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant NW, District 113, Subdistrict 71",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
63,1,M,1M103    NW11425,1,AK M 1 03 NW11425,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, Quadrant NW, District 114, Subdistrict 25",SEAK,SENW,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
64,1,M,1M103    SE10280,1,AK M 1 03 SE10280,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant SE, District 102, Subdistrict 80",SEAK,SEAKG,SSE,SSEAK,SSEAK,SSEAK,SSEAK,SSEAK
65,1,M,1M103    SE10840,1,AK M 1 03 SE10840,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA,  Quadrant SE, District 108, Subdistrict 40",SEAK,SEAKG,SSE,SSEAK,SSEAK,SSEAK,SSEAK,SSEAK
66,1,M,1M103DE,2,AK M 1 03 DE,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, DE",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
67,1,M,1M103DE  NW113,1,AK M 1 03 DENW113,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
68,1,M,1M103DE  NW11311,1,AK M 1 03 DENW11311,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
69,1,M,1M103DE  NW11331,1,AK M 1 03 DENW11331,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
70,1,M,1M103DE  NW11333,1,AK M 1 03 DENW11333,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 33",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
71,1,M,1M103DE  NW11335,1,AK M 1 03 DENW11335,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 35",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
72,1,M,1M103DE  NW11340,1,AK M 1 03 DENW11340,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, DE, Quadrant NW, District 113, Subdistrict 40",SEAK,SENW,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
73,1,M,1M103DE  NW11341,1,AK M 1 03 DENW11341,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
74,1,M,1M103DE  NW11343,1,AK M 1 03 DENW11343,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 43",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
75,1,M,1M103DE  NW11345,1,AK M 1 03 DENW11345,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 45",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
76,1,M,1M103DE  NW11361,1,AK M 1 03 DENW11361,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 61",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
77,1,M,1M103DE  NW11362,1,AK M 1 03 DENW11362,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DE,  Quadrant NW, District 113, Subdistrict 62",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
78,1,M,1M103DT  NW11311,1,AK M 1 03 DTNW11311,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, DT, Quadrant NW, District 113, Subdistrict 11",SEAK,SENW,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
79,1,M,1M103DT  NW11331,1,AK M 1 03 DTNW11331,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
80,1,M,1M103DT  NW11334,1,AK M 1 03 DTNW11334,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 34",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
81,1,M,1M103DT  NW11341,1,AK M 1 03 DTNW11341,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
82,1,M,1M103DT  NW11345,1,AK M 1 03 DTNW11345,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 45",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
83,1,M,1M103DT  NW11361,1,AK M 1 03 DTNW11361,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 61",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
84,1,M,1M103DT  NW11362,1,AK M 1 03 DTNW11362,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113, Subdistrict 62",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
85,1,M,1M103DT  NW11371,NA,AK M 1 03 DTNW11371,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, DT,  Quadrant NW, District 113,",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
86,1,M,1M103MB,2,AK M 1 03 MB,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, MB",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
87,1,M,1M103MB  NE112,1,AK M 1 03 MBNE112,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NE, District 112, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
88,1,M,1M103MB  NW113,1,AK M 1 03 MBNW113,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
89,1,M,1M103MB  NW11311,1,AK M 1 03 MBNW11311,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 11",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
90,1,M,1M103MB  NW11321,1,AK M 1 03 MBNW11321,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 21",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
91,1,M,1M103MB  NW11322,1,AK M 1 03 MBNW11322,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 22",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
92,1,M,1M103MB  NW11331,1,AK M 1 03 MBNW11331,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 31",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
93,1,M,1M103MB  NW11335,1,AK M 1 03 MBNW11335,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 35",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
94,1,M,1M103MB  NW11341,1,AK M 1 03 MBNW11341,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 41",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
95,1,M,1M103MB  NW11345,1,AK M 1 03 MBNW11345,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 45",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
96,1,M,1M103MB  NW11355,1,AK M 1 03 MBNW11355,NA,NA,SEAK,SEAK,"Alaska marine, Region 1, SITKA, MB, Quadrant NW, District 113, Subdistrict 55",SEAK,SEAK,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
97,1,M,1M103MB  NW11361,1,AK M 1 03 MBNW11361,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 61",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
98,1,M,1M103MB  NW11362,1,AK M 1 03 MBNW11362,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 62",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
99,1,M,1M103MB  NW11366,1,AK M 1 03 MBNW11366,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 66",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
100,1,M,1M103MB  NW11371,1,AK M 1 03 MBNW11371,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MB,  Quadrant NW, District 113, Subdistrict 71",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
101,1,M,1M103MS,1,AK M 1 03 MS,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant , District , Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
102,1,M,1M103MS  NE10910,1,AK M 1 03 MSNE10910,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NE, District 109, Subdistrict 10",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
103,1,M,1M103MS  NE11212,1,AK M 1 03 MSNE11212,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NE, District 112, Subdistrict 12",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
104,1,M,1M103MS  NW113,1,AK M 1 03 MSNW113,NA,NA,SEAKG,SEAK,"Alaska marine, Region 1, SITKA, MS,  Quadrant NW, District 113, Subdistrict",SEAK,SEAKG,NSE,NSEAK,NSEAK,NSEAK,NSEAK,NSEAK
