YEAR,MONTH,FMP_AREA,FMP_SUB_AREA,REPORTING_AREA,MANAGEMENT_PROGRAM,TARGET,PROCESSING_SECTOR,VESSEL_LENGTH_CATEGORY,TOTAL_GF_CATCH_MT,TOTAL_OBS_DECIMAL_DAYS,VESSEL_COUNT,FLAG
2018,1,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,240.2,1.511,2,Confidential
2018,1,BSAI,AI,542,,Non-Pollock,CP,>= 60 ft LOA,605.9,1.542,1,Confidential
2018,1,BSAI,BS,509,,Non-Pollock,CP,>= 60 ft LOA,2499.8,20.751,14,
2018,1,BSAI,BS,509,,Non-Pollock,M,>= 60 ft LOA,1038.5,13.706,5,
2018,1,BSAI,BS,509,,Non-Pollock,S,>= 60 ft LOA,1060.9,18.264,23,
2018,1,BSAI,BS,509,,Pollock,CP,>= 60 ft LOA,37416.7,32.392,12,
2018,1,BSAI,BS,509,,Pollock,M,>= 60 ft LOA,3882.7,6.994,3,
2018,1,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,17273.7,13.958,29,
2018,1,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,5660,41.156,14,
2018,1,BSAI,BS,513,,Non-Pollock,M,>= 60 ft LOA,296.7,3.858,2,Confidential
2018,1,BSAI,BS,516,,Non-Pollock,CP,>= 60 ft LOA,1213.6,13.478,7,
2018,1,BSAI,BS,516,,Non-Pollock,M,>= 60 ft LOA,15,0.326,1,Confidential
2018,1,BSAI,BS,516,,Pollock,CP,>= 60 ft LOA,711.5,0.731,4,
2018,1,BSAI,BS,517,,Non-Pollock,CP,>= 60 ft LOA,174,2.392,3,
2018,1,BSAI,BS,517,,Non-Pollock,M,>= 60 ft LOA,551.8,7.371,2,Confidential
2018,1,BSAI,BS,517,,Non-Pollock,S,<60 ft LOA,15.1,0.233,1,Confidential
2018,1,BSAI,BS,517,,Non-Pollock,S,>= 60 ft LOA,2993.4,41.718,26,
2018,1,BSAI,BS,517,,Pollock,CP,>= 60 ft LOA,6645.1,3.701,7,
2018,1,BSAI,BS,517,,Pollock,M,>= 60 ft LOA,263.8,0.355,2,Confidential
2018,1,BSAI,BS,517,,Pollock,S,>= 60 ft LOA,11218.2,7.151,28,
2018,1,BSAI,BS,519,,Non-Pollock,S,>= 60 ft LOA,0,0.042,1,Confidential
2018,1,BSAI,BS,519,,Pollock,CP,>= 60 ft LOA,198.1,0.385,1,Confidential
2018,1,GOA,GOA,610,,Non-Pollock,S,<60 ft LOA,61.2,0.967,2,Confidential
2018,1,GOA,GOA,610,,Pollock,S,<60 ft LOA,3.5,0.29,2,Confidential
2018,1,GOA,GOA,620,,Pollock,S,<60 ft LOA,0.5,0.213,2,Confidential
2018,1,GOA,GOA,620,,Pollock,S,>= 60 ft LOA,85.8,0.782,2,Confidential
2018,1,GOA,GOA,630,,Pollock,S,<60 ft LOA,55.3,0.747,1,Confidential
2018,1,GOA,GOA,630,,Pollock,S,>= 60 ft LOA,1035.7,4.315,8,
2018,1,GOA,GOA,630,,,S,>= 60 ft LOA,0,0.122,1,Confidential
2018,2,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,3151.1,12.176,5,
2018,2,BSAI,AI,541,,Non-Pollock,M,>= 60 ft LOA,35.8,0.422,1,Confidential
2018,2,BSAI,AI,541,,Non-Pollock,S,<60 ft LOA,126.5,1.535,3,
2018,2,BSAI,AI,541,,Non-Pollock,S,>= 60 ft LOA,1766.5,11.521,3,
2018,2,BSAI,AI,542,,Non-Pollock,CP,>= 60 ft LOA,2126.3,4.156,4,
2018,2,BSAI,AI,542,,Non-Pollock,M,>= 60 ft LOA,575.3,1.932,1,Confidential
2018,2,BSAI,AI,543,,Non-Pollock,CP,>= 60 ft LOA,1485.3,3.943,4,
2018,2,BSAI,AI,543,,Non-Pollock,M,>= 60 ft LOA,213.6,2.002,1,Confidential
2018,2,BSAI,BS,509,,Non-Pollock,CP,>= 60 ft LOA,11233.4,83.847,17,
2018,2,BSAI,BS,509,,Non-Pollock,M,>= 60 ft LOA,2228.3,23.547,7,
2018,2,BSAI,BS,509,,Non-Pollock,S,>= 60 ft LOA,4390.4,53.297,29,
2018,2,BSAI,BS,509,,Pollock,CP,>= 60 ft LOA,87708.1,63.467,16,
2018,2,BSAI,BS,509,,Pollock,M,>= 60 ft LOA,10104.8,12.944,3,
2018,2,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,64123.5,48.403,55,
2018,2,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,7612.1,62.44,15,
2018,2,BSAI,BS,513,,Non-Pollock,M,>= 60 ft LOA,678.2,10.006,4,
2018,2,BSAI,BS,513,,Pollock,CP,>= 60 ft LOA,416.5,1.674,3,
2018,2,BSAI,BS,514,,Non-Pollock,CP,>= 60 ft LOA,0.9,0.229,1,Confidential
2018,2,BSAI,BS,516,,Non-Pollock,CP,>= 60 ft LOA,2845.2,29.306,11,
2018,2,BSAI,BS,516,,Pollock,CP,>= 60 ft LOA,22635.7,12.158,15,
2018,2,BSAI,BS,516,,Pollock,M,>= 60 ft LOA,11883.4,17.232,3,
2018,2,BSAI,BS,516,,Pollock,S,>= 60 ft LOA,13599.6,8.851,39,
2018,2,BSAI,BS,517,,Non-Pollock,CP,>= 60 ft LOA,1349.8,7.318,6,
2018,2,BSAI,BS,517,,Non-Pollock,M,>= 60 ft LOA,1339.2,11.652,8,
2018,2,BSAI,BS,517,,Non-Pollock,S,>= 60 ft LOA,2553,28.482,26,
2018,2,BSAI,BS,517,,Pollock,CP,>= 60 ft LOA,4504.4,4.993,7,
2018,2,BSAI,BS,517,,Pollock,S,>= 60 ft LOA,3885.2,3.535,12,
2018,2,BSAI,BS,519,,Pollock,CP,>= 60 ft LOA,5040,10.675,3,
2018,2,BSAI,BS,521,,Non-Pollock,CP,>= 60 ft LOA,1366.9,7.014,4,
2018,2,GOA,GOA,610,,Non-Pollock,S,<60 ft LOA,344.7,5.704,6,
2018,2,GOA,GOA,610,,Pollock,S,<60 ft LOA,198.7,0.538,3,
2018,2,GOA,GOA,610,,,S,<60 ft LOA,59.5,0.094,1,Confidential
2018,2,GOA,GOA,620,,Pollock,S,<60 ft LOA,290.8,1.022,2,Confidential
2018,2,GOA,GOA,620,,Pollock,S,>= 60 ft LOA,4849.9,8.431,24,
2018,2,GOA,GOA,630,,Non-Pollock,S,>= 60 ft LOA,21.9,0.221,1,Confidential
2018,2,GOA,GOA,630,,Pollock,S,<60 ft LOA,12.5,0.403,1,Confidential
2018,2,GOA,GOA,630,,Pollock,S,>= 60 ft LOA,1185.2,5.103,9,
2018,2,GOA,GOA,649,,Pollock,S,>= 60 ft LOA,138.5,0.56,1,Confidential
2018,3,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,7576.5,38.015,8,
2018,3,BSAI,AI,541,,Non-Pollock,M,>= 60 ft LOA,1868.4,15.362,3,
2018,3,BSAI,AI,541,,Non-Pollock,S,<60 ft LOA,184.8,1.39,3,
2018,3,BSAI,AI,541,,Non-Pollock,S,>= 60 ft LOA,751,2.589,4,
2018,3,BSAI,AI,541,,Pollock,S,>= 60 ft LOA,178.4,0.635,1,Confidential
2018,3,BSAI,AI,542,,Non-Pollock,CP,>= 60 ft LOA,4995.7,7.64,5,
2018,3,BSAI,AI,542,,Non-Pollock,M,>= 60 ft LOA,232.5,0.446,1,Confidential
2018,3,BSAI,AI,543,,Non-Pollock,CP,>= 60 ft LOA,2323.4,7.208,4,
2018,3,BSAI,BS,509,,Non-Pollock,CP,>= 60 ft LOA,6310.7,27.474,13,
2018,3,BSAI,BS,509,,Non-Pollock,M,>= 60 ft LOA,16.6,0.297,1,Confidential
2018,3,BSAI,BS,509,,Non-Pollock,S,>= 60 ft LOA,0,0.733,1,Confidential
2018,3,BSAI,BS,509,,Pollock,CP,>= 60 ft LOA,72154.8,54.856,15,
2018,3,BSAI,BS,509,,Pollock,M,>= 60 ft LOA,24626.2,29.981,3,
2018,3,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,92203.2,68.379,67,
2018,3,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,11472.5,56.074,15,
2018,3,BSAI,BS,513,,Non-Pollock,M,>= 60 ft LOA,3471.6,24.781,5,
2018,3,BSAI,BS,513,,Pollock,CP,>= 60 ft LOA,9895.3,7.102,10,
2018,3,BSAI,BS,513,,Pollock,S,>= 60 ft LOA,4018.8,2.742,10,
2018,3,BSAI,BS,516,,Non-Pollock,CP,>= 60 ft LOA,1138.6,11.074,3,
2018,3,BSAI,BS,516,,Pollock,CP,>= 60 ft LOA,16685,11.072,14,
2018,3,BSAI,BS,516,,Pollock,M,>= 60 ft LOA,2107.8,2.853,3,
2018,3,BSAI,BS,516,,Pollock,S,>= 60 ft LOA,7375.6,7.385,20,
2018,3,BSAI,BS,517,,Non-Pollock,CP,>= 60 ft LOA,7987.6,30.797,16,
2018,3,BSAI,BS,517,,Non-Pollock,M,>= 60 ft LOA,1407.4,7.197,5,
2018,3,BSAI,BS,517,,Pollock,CP,>= 60 ft LOA,6081.8,6.41,8,
2018,3,BSAI,BS,517,,Pollock,S,>= 60 ft LOA,929.4,1.163,5,
2018,3,BSAI,BS,519,,Non-Pollock,CP,>= 60 ft LOA,290,2.772,4,
2018,3,BSAI,BS,519,,Pollock,CP,>= 60 ft LOA,838.7,0.802,2,Confidential
2018,3,BSAI,BS,521,,Non-Pollock,CP,>= 60 ft LOA,38.8,0.684,1,Confidential
2018,3,BSAI,BS,521,,Pollock,CP,>= 60 ft LOA,608,0.778,2,Confidential
2018,3,GOA,GOA,610,,Pollock,S,<60 ft LOA,638.8,1.579,4,
2018,3,GOA,GOA,620,,Non-Pollock,CP,>= 60 ft LOA,37.5,0.778,1,Confidential
2018,3,GOA,GOA,620,,Pollock,S,<60 ft LOA,644.1,0.796,5,
2018,3,GOA,GOA,620,,Pollock,S,>= 60 ft LOA,5124.8,2.847,27,
2018,3,GOA,GOA,620,,,S,>= 60 ft LOA,0,0.131,2,Confidential
2018,3,GOA,GOA,630,,Non-Pollock,CP,>= 60 ft LOA,129.5,5.094,1,Confidential
2018,3,GOA,GOA,630,,Non-Pollock,S,>= 60 ft LOA,74.8,0.836,2,Confidential
2018,3,GOA,GOA,640,,Pollock,S,>= 60 ft LOA,564.2,4.802,4,
2018,4,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,3866.8,22.237,5,
2018,4,BSAI,AI,541,,Non-Pollock,S,>= 60 ft LOA,455.1,1.431,3,
2018,4,BSAI,AI,542,,Non-Pollock,CP,>= 60 ft LOA,1106.4,2.789,3,
2018,4,BSAI,AI,543,,Non-Pollock,CP,>= 60 ft LOA,1994,6.372,2,Confidential
2018,4,BSAI,BS,509,,Non-Pollock,CP,>= 60 ft LOA,15356.2,108.48,18,
2018,4,BSAI,BS,509,,Non-Pollock,M,>= 60 ft LOA,4741.6,34.592,6,
2018,4,BSAI,BS,509,,Non-Pollock,S,>= 60 ft LOA,1741.8,6.063,11,
2018,4,BSAI,BS,509,,Pollock,CP,>= 60 ft LOA,91.9,0.556,2,Confidential
2018,4,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,22341.8,38.838,38,
2018,4,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,5358.7,44.593,17,
2018,4,BSAI,BS,513,,Non-Pollock,M,>= 60 ft LOA,748.2,8.172,3,
2018,4,BSAI,BS,513,,Pollock,CP,>= 60 ft LOA,212.7,0.41,3,
2018,4,BSAI,BS,513,,Pollock,S,>= 60 ft LOA,379.8,0.088,1,Confidential
2018,4,BSAI,BS,514,,Non-Pollock,CP,>= 60 ft LOA,9406.3,63.781,18,
2018,4,BSAI,BS,514,,Non-Pollock,M,>= 60 ft LOA,1677.3,12.335,4,
2018,4,BSAI,BS,517,,Non-Pollock,CP,>= 60 ft LOA,300,4.626,6,
2018,4,BSAI,BS,517,,Pollock,CP,>= 60 ft LOA,6636.7,3.297,4,
2018,4,BSAI,BS,517,,Pollock,S,>= 60 ft LOA,8369.4,8.83,25,
2018,4,BSAI,BS,519,,Non-Pollock,CP,>= 60 ft LOA,400.4,4.691,5,
2018,4,BSAI,BS,521,,Pollock,CP,>= 60 ft LOA,664.8,1.535,4,
2018,4,GOA,GOA,610,,Non-Pollock,CP,>= 60 ft LOA,17.5,1.081,1,Confidential
2018,4,GOA,GOA,610,,Non-Pollock,S,<60 ft LOA,40.2,0.696,2,Confidential
2018,4,GOA,GOA,620,,Non-Pollock,CP,>= 60 ft LOA,891.8,14.883,2,Confidential
2018,4,GOA,GOA,620,,Non-Pollock,S,>= 60 ft LOA,103.7,1.937,2,Confidential
2018,4,GOA,GOA,630,,Non-Pollock,CP,>= 60 ft LOA,319.8,8.406,1,Confidential
2018,4,GOA,GOA,630,,Non-Pollock,S,>= 60 ft LOA,709.6,8.365,8,
2018,4,GOA,GOA,640,,Pollock,S,>= 60 ft LOA,112.1,1.419,1,Confidential
2018,5,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,759.7,3.67,2,Confidential
2018,5,BSAI,BS,509,,Non-Pollock,CP,>= 60 ft LOA,48.6,1.113,7,
2018,5,BSAI,BS,509,,Pollock,CP,>= 60 ft LOA,6.8,0.081,1,Confidential
2018,5,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,163.8,0.669,3,
2018,5,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,53.6,1.393,3,
2018,5,BSAI,BS,514,,Non-Pollock,CP,>= 60 ft LOA,42081.3,283.517,21,
2018,5,BSAI,BS,514,,Non-Pollock,M,>= 60 ft LOA,4112,38.068,5,
2018,5,BSAI,BS,514,,Non-Pollock,S,>= 60 ft LOA,107.4,0.698,1,Confidential
2018,5,BSAI,BS,517,,Non-Pollock,CP,>= 60 ft LOA,44.8,0.274,2,Confidential
2018,5,BSAI,BS,521,,Non-Pollock,CP,>= 60 ft LOA,1008.1,13.067,3,
2018,5,BSAI,BS,524,,Non-Pollock,CP,>= 60 ft LOA,263.9,4.76,2,Confidential
2018,5,GOA,GOA,620,RPP,Non-Pollock,S,>= 60 ft LOA,266.3,3.003,3,
2018,5,GOA,GOA,630,RPP,Non-Pollock,S,<60 ft LOA,205.7,3.024,1,Confidential
2018,5,GOA,GOA,630,RPP,Non-Pollock,S,>= 60 ft LOA,6401.6,34.236,18,
2018,5,GOA,GOA,630,,Non-Pollock,CP,>= 60 ft LOA,606.3,19,1,Confidential
2018,5,GOA,GOA,630,,Non-Pollock,S,>= 60 ft LOA,183.6,1.938,1,Confidential
2018,6,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,3861.4,22.7,6,
2018,6,BSAI,AI,541,,Non-Pollock,M,>= 60 ft LOA,436.7,3.186,2,Confidential
2018,6,BSAI,AI,542,,Non-Pollock,CP,>= 60 ft LOA,2024.5,6.743,5,
2018,6,BSAI,AI,542,,Non-Pollock,M,>= 60 ft LOA,393.8,4.713,1,Confidential
2018,6,BSAI,AI,542,,Pollock,CP,>= 60 ft LOA,108.5,0.374,1,Confidential
2018,6,BSAI,AI,543,,Non-Pollock,CP,>= 60 ft LOA,2830.6,8.528,3,
2018,6,BSAI,BS,509,,Non-Pollock,CP,>= 60 ft LOA,572,5.503,3,
2018,6,BSAI,BS,509,,Non-Pollock,S,>= 60 ft LOA,0,1.66,1,Confidential
2018,6,BSAI,BS,509,,Pollock,CP,>= 60 ft LOA,1831.8,5.328,4,
2018,6,BSAI,BS,509,,Pollock,M,>= 60 ft LOA,5078.8,30.046,2,Confidential
2018,6,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,27154.6,94.677,48,
2018,6,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,4456.8,41.976,12,
2018,6,BSAI,BS,513,,Pollock,CP,>= 60 ft LOA,249.4,0.522,1,Confidential
2018,6,BSAI,BS,513,,Pollock,M,>= 60 ft LOA,3.1,0.031,1,Confidential
2018,6,BSAI,BS,513,,Pollock,S,>= 60 ft LOA,106.6,0.433,1,Confidential
2018,6,BSAI,BS,514,,Non-Pollock,CP,>= 60 ft LOA,22444.4,134.231,20,
2018,6,BSAI,BS,514,,Non-Pollock,M,>= 60 ft LOA,306.9,3.185,2,Confidential
2018,6,BSAI,BS,514,,Pollock,CP,>= 60 ft LOA,88.3,0.968,1,Confidential
2018,6,BSAI,BS,516,,Pollock,CP,>= 60 ft LOA,2,0.052,1,Confidential
2018,6,BSAI,BS,516,,Pollock,M,>= 60 ft LOA,234.1,2.597,1,Confidential
2018,6,BSAI,BS,517,,Non-Pollock,CP,>= 60 ft LOA,170.3,2.497,4,
2018,6,BSAI,BS,517,,Non-Pollock,S,>= 60 ft LOA,35.5,1.582,2,Confidential
2018,6,BSAI,BS,517,,Pollock,CP,>= 60 ft LOA,13304.2,24.21,11,
2018,6,BSAI,BS,517,,Pollock,M,>= 60 ft LOA,4166.4,19.435,2,Confidential
2018,6,BSAI,BS,517,,Pollock,S,>= 60 ft LOA,37378.5,115.968,44,
2018,6,BSAI,BS,518,,Non-Pollock,CP,>= 60 ft LOA,218.8,1.808,1,Confidential
2018,6,BSAI,BS,519,,Non-Pollock,CP,>= 60 ft LOA,149.8,1.601,3,
2018,6,BSAI,BS,519,,Non-Pollock,S,>= 60 ft LOA,7.4,0.247,2,Confidential
2018,6,BSAI,BS,519,,Pollock,S,>= 60 ft LOA,4606.1,15.708,16,
2018,6,BSAI,BS,521,,Non-Pollock,CP,>= 60 ft LOA,291.4,4.367,2,Confidential
2018,6,BSAI,BS,521,,Pollock,CP,>= 60 ft LOA,24216.9,28.808,8,
2018,6,BSAI,BS,521,,Pollock,S,>= 60 ft LOA,166,0.493,3,
2018,6,BSAI,BS,523,,Pollock,CP,>= 60 ft LOA,939.7,0.896,4,
2018,6,BSAI,BS,524,,Non-Pollock,CP,>= 60 ft LOA,100.5,1.506,2,Confidential
2018,6,GOA,GOA,610,,Non-Pollock,CP,>= 60 ft LOA,16.8,0.281,2,Confidential
2018,6,GOA,GOA,620,RPP,Non-Pollock,CP,>= 60 ft LOA,1617.7,6.638,3,
2018,6,GOA,GOA,620,RPP,Non-Pollock,S,>= 60 ft LOA,10.4,0.065,1,Confidential
2018,6,GOA,GOA,620,,Non-Pollock,CP,>= 60 ft LOA,1674.3,16.839,3,
2018,6,GOA,GOA,630,RPP,Non-Pollock,CP,>= 60 ft LOA,596.4,2.427,1,Confidential
2018,6,GOA,GOA,630,RPP,Non-Pollock,S,>= 60 ft LOA,1902.7,17.478,12,
2018,6,GOA,GOA,630,,Non-Pollock,CP,>= 60 ft LOA,527,11.394,2,Confidential
2018,6,GOA,GOA,630,,Non-Pollock,S,>= 60 ft LOA,416.1,4.195,4,
2018,7,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,2334.5,15.036,3,
2018,7,BSAI,AI,541,,Non-Pollock,M,>= 60 ft LOA,503.1,2.923,1,Confidential
2018,7,BSAI,AI,542,,Non-Pollock,CP,>= 60 ft LOA,9388.9,40.601,8,
2018,7,BSAI,AI,542,,Non-Pollock,M,>= 60 ft LOA,1096.5,4.49,2,Confidential
2018,7,BSAI,AI,543,,Non-Pollock,CP,>= 60 ft LOA,9451.4,21.999,7,
2018,7,BSAI,AI,543,,Non-Pollock,M,>= 60 ft LOA,472.7,2.112,2,Confidential
2018,7,BSAI,BS,509,,Pollock,M,>= 60 ft LOA,55.1,0.585,1,Confidential
2018,7,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,2855.6,16.567,17,
2018,7,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,8499,74.425,9,
2018,7,BSAI,BS,513,,Pollock,CP,>= 60 ft LOA,10352.1,19.028,9,
2018,7,BSAI,BS,513,,Pollock,S,>= 60 ft LOA,6238.9,16.542,22,
2018,7,BSAI,BS,514,,Non-Pollock,CP,>= 60 ft LOA,83.1,1.009,3,
2018,7,BSAI,BS,517,,Non-Pollock,CP,>= 60 ft LOA,7.2,0.212,1,Confidential
2018,7,BSAI,BS,517,,Non-Pollock,S,>= 60 ft LOA,88.6,4.178,2,Confidential
2018,7,BSAI,BS,517,,Pollock,CP,>= 60 ft LOA,26326.4,45.645,14,
2018,7,BSAI,BS,517,,Pollock,M,>= 60 ft LOA,4216.5,18.208,3,
2018,7,BSAI,BS,517,,Pollock,S,>= 60 ft LOA,66728.7,236.22,56,
2018,7,BSAI,BS,518,,Non-Pollock,CP,>= 60 ft LOA,31.8,0.41,1,Confidential
2018,7,BSAI,BS,519,,Non-Pollock,S,>= 60 ft LOA,13.7,1.965,2,Confidential
2018,7,BSAI,BS,519,,Pollock,M,>= 60 ft LOA,28.8,0.042,1,Confidential
2018,7,BSAI,BS,519,,Pollock,S,>= 60 ft LOA,23698.3,77.833,48,
2018,7,BSAI,BS,521,,Non-Pollock,CP,>= 60 ft LOA,1403.1,25.878,4,
2018,7,BSAI,BS,521,,Pollock,CP,>= 60 ft LOA,90599.1,105.33,15,
2018,7,BSAI,BS,521,,Pollock,M,>= 60 ft LOA,23541.7,66.627,3,
2018,7,BSAI,BS,521,,Pollock,S,>= 60 ft LOA,12573.2,23.385,19,
2018,7,BSAI,BS,523,,Non-Pollock,CP,>= 60 ft LOA,111.2,1.891,2,Confidential
2018,7,BSAI,BS,523,,Pollock,CP,>= 60 ft LOA,4784.9,6.119,3,
2018,7,BSAI,BS,524,,Non-Pollock,CP,>= 60 ft LOA,295.4,5.633,1,Confidential
2018,7,BSAI,BS,524,,Pollock,CP,>= 60 ft LOA,55.4,0.236,1,Confidential
2018,7,GOA,GOA,610,,Non-Pollock,CP,>= 60 ft LOA,2959.8,12.569,4,
2018,7,GOA,GOA,620,RPP,Non-Pollock,CP,>= 60 ft LOA,4593.8,18.246,3,
2018,7,GOA,GOA,630,RPP,Non-Pollock,CP,>= 60 ft LOA,2329.3,7.613,4,
2018,7,GOA,GOA,630,RPP,Non-Pollock,S,>= 60 ft LOA,73.5,1.753,2,Confidential
2018,7,GOA,GOA,640,,Non-Pollock,CP,>= 60 ft LOA,3441.3,15.88,2,Confidential
2018,8,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,6340.4,43.333,6,
2018,8,BSAI,AI,541,,Non-Pollock,M,>= 60 ft LOA,821.5,8.781,1,Confidential
2018,8,BSAI,AI,542,,Non-Pollock,CP,>= 60 ft LOA,7411.9,34.685,9,
2018,8,BSAI,AI,542,,Non-Pollock,M,>= 60 ft LOA,333.5,2.575,2,Confidential
2018,8,BSAI,AI,542,,Pollock,M,>= 60 ft LOA,14.2,0.088,1,Confidential
2018,8,BSAI,AI,543,,Non-Pollock,CP,>= 60 ft LOA,4700.6,15.244,6,
2018,8,BSAI,AI,543,,Non-Pollock,M,>= 60 ft LOA,25.8,0.156,1,Confidential
2018,8,BSAI,BS,509,,Non-Pollock,CP,>= 60 ft LOA,2147.4,24.131,9,
2018,8,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,2169.9,6.569,12,
2018,8,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,9988.1,94.173,12,
2018,8,BSAI,BS,513,,Non-Pollock,M,>= 60 ft LOA,164.8,3.21,2,Confidential
2018,8,BSAI,BS,513,,Pollock,M,>= 60 ft LOA,5.6,0.059,1,Confidential
2018,8,BSAI,BS,514,,Non-Pollock,CP,>= 60 ft LOA,1648.6,17.238,10,
2018,8,BSAI,BS,514,,Non-Pollock,M,>= 60 ft LOA,39.3,1.285,1,Confidential
2018,8,BSAI,BS,516,,Non-Pollock,CP,>= 60 ft LOA,30.3,0.681,3,
2018,8,BSAI,BS,517,,Non-Pollock,CP,>= 60 ft LOA,139.4,2.465,2,Confidential
2018,8,BSAI,BS,517,,Non-Pollock,S,>= 60 ft LOA,30.1,1.297,1,Confidential
2018,8,BSAI,BS,517,,Pollock,CP,>= 60 ft LOA,5834.2,11.04,6,
2018,8,BSAI,BS,517,,Pollock,M,>= 60 ft LOA,1673.5,7.37,1,Confidential
2018,8,BSAI,BS,517,,Pollock,S,>= 60 ft LOA,70246.6,308.956,57,
2018,8,BSAI,BS,519,,Non-Pollock,S,>= 60 ft LOA,1.2,0.276,1,Confidential
2018,8,BSAI,BS,519,,Pollock,M,>= 60 ft LOA,3347,17.576,1,Confidential
2018,8,BSAI,BS,519,,Pollock,S,>= 60 ft LOA,30834.9,121.717,56,
2018,8,BSAI,BS,521,,Non-Pollock,CP,>= 60 ft LOA,3027.7,33.73,5,
2018,8,BSAI,BS,521,,Pollock,CP,>= 60 ft LOA,102486.5,144.063,15,
2018,8,BSAI,BS,521,,Pollock,M,>= 60 ft LOA,17007.1,58.663,3,
2018,8,BSAI,BS,521,,Pollock,S,>= 60 ft LOA,4224.9,8.29,10,
2018,8,BSAI,BS,523,,Non-Pollock,CP,>= 60 ft LOA,138.8,0.323,2,Confidential
2018,8,BSAI,BS,523,,Pollock,CP,>= 60 ft LOA,6352.8,12.48,6,
2018,8,BSAI,BS,524,,Non-Pollock,CP,>= 60 ft LOA,1364.9,15.715,10,
2018,8,BSAI,BS,524,,Non-Pollock,M,>= 60 ft LOA,2.9,0.217,1,Confidential
2018,8,BSAI,BS,524,,Pollock,CP,>= 60 ft LOA,3744.3,6.91,10,
2018,8,BSAI,BS,524,,Pollock,M,>= 60 ft LOA,1701.2,7.982,2,Confidential
2018,8,GOA,GOA,610,,Non-Pollock,CP,>= 60 ft LOA,1168.3,4.516,2,Confidential
2018,8,GOA,GOA,610,,Pollock,CP,>= 60 ft LOA,84.8,0.608,1,Confidential
2018,8,GOA,GOA,610,,Pollock,S,<60 ft LOA,1329.9,9.559,11,
2018,8,GOA,GOA,610,,Pollock,S,>= 60 ft LOA,1124,5.613,6,
2018,8,GOA,GOA,620,RPP,Non-Pollock,CP,>= 60 ft LOA,1575.2,4.779,2,Confidential
2018,8,GOA,GOA,620,RPP,Non-Pollock,S,>= 60 ft LOA,19.2,4.197,1,Confidential
2018,8,GOA,GOA,620,,Non-Pollock,CP,>= 60 ft LOA,898.5,2.117,1,Confidential
2018,8,GOA,GOA,620,,Pollock,S,>= 60 ft LOA,1993.3,3.335,13,
2018,8,GOA,GOA,630,RPP,Non-Pollock,CP,>= 60 ft LOA,464.7,1.216,1,Confidential
2018,8,GOA,GOA,630,RPP,Non-Pollock,S,>= 60 ft LOA,143.8,3.608,6,
2018,8,GOA,GOA,630,,Non-Pollock,CP,>= 60 ft LOA,472.9,0.503,1,Confidential
2018,8,GOA,GOA,630,,Non-Pollock,S,>= 60 ft LOA,23.7,0.952,1,Confidential
2018,8,GOA,GOA,630,,Pollock,S,>= 60 ft LOA,138.7,0.482,4,
2018,8,GOA,GOA,640,,Non-Pollock,CP,>= 60 ft LOA,558.5,2.937,1,Confidential
2018,9,BSAI,AI,541,,Non-Pollock,CP,>= 60 ft LOA,1601.9,19.603,7,
2018,9,BSAI,AI,541,,Non-Pollock,M,>= 60 ft LOA,483,13.456,1,Confidential
2018,9,BSAI,AI,542,,Non-Pollock,CP,>= 60 ft LOA,3170.9,12.827,4,
2018,9,BSAI,AI,543,,Non-Pollock,CP,>= 60 ft LOA,1944.2,5.728,2,Confidential
2018,9,BSAI,BS,509,,Non-Pollock,CP,>= 60 ft LOA,16.7,0.265,2,Confidential
2018,9,BSAI,BS,509,,Pollock,CP,>= 60 ft LOA,123.3,0.893,2,Confidential
2018,9,BSAI,BS,509,,Pollock,M,>= 60 ft LOA,13.3,0.194,1,Confidential
2018,9,BSAI,BS,509,,Pollock,S,>= 60 ft LOA,202.4,1.489,5,
2018,9,BSAI,BS,513,,Non-Pollock,CP,>= 60 ft LOA,8120.2,75.444,15,
2018,9,BSAI,BS,513,,Non-Pollock,M,>= 60 ft LOA,248.4,6.375,2,Confidential
