"","ID","ocean.region","brood_year","release_year","Median.month.release","N.released","n_month","m.median","m.mean","m.sd","X2.5.","X5.","X10.","X25.","X50.","X75.","X90.","X95.","X97.5."
"11","Coleman","SFB",1990,1991,4,324015,11,2.30539253839526,2.30539253839526,0.386740776177576,1.60671475096373,1.71280832281693,1.85739452622483,2.04866041735267,2.30539253839526,2.5934771152825,2.81632630890797,2.98965794929222,3.12734691480566
"12","Coleman","SFB",1991,1992,3,461927,12,2.57823450916699,2.57823450916699,0.372725895865442,1.91833570073004,2.04169000914379,2.17155801767141,2.35905459466868,2.57823450916699,2.81939653690617,3.07334134650564,3.22652900717496,3.41377968537899
"13","Coleman","SFB",1992,1993,3.5,345463,11.5,2.19845372380318,2.19845372380318,0.333935022773029,1.60063523692056,1.69202991887353,1.78635737785414,1.99799878360513,2.19845372380318,2.40472562607781,2.61909664818604,2.79520812910543,2.9499269571959
"14","Coleman","SFB",1993,1994,3.5,263087,11.5,2.37942071048323,2.37942071048323,0.339568572641402,1.74559222464776,1.83388460757513,1.98313963294295,2.18506862567739,2.37942071048323,2.64636997627976,2.84218983622723,2.97030507660342,3.13769564828284
"15","Coleman","SFB",1994,1995,3.5,245609,11.5,2.24337770237864,2.24337770237864,0.342025592806919,1.70590813491205,1.7638750850915,1.85919982604939,2.03997705763669,2.24337770237864,2.50612376655395,2.74531843682305,2.88659355751517,2.98927596344155
"16","Coleman","SFB",1995,1996,3.5,872787,11.5,2.420471490966,2.420471490966,0.346317987109754,1.79178106537273,1.8803081407889,1.98923061663716,2.20114919059124,2.420471490966,2.65369623422196,2.89789536861139,3.00537433821217,3.12764744128574
"17","Coleman","SFB",1996,1997,4.5,868462,10.5,2.45500431370057,2.45500431370057,0.363563640375,1.76312304438042,1.86777736437827,1.98835346794885,2.18843152954199,2.45500431370057,2.70819269037634,2.92641201521415,3.05263914736978,3.18785583910356
"18","Coleman","SFB",1997,1998,3.5,915487,11.5,2.61670063815241,2.61670063815241,0.364295634452547,1.91080344665552,2.02090992015898,2.14994646576847,2.36259279429249,2.61670063815241,2.873276478246,3.10896236888525,3.20844468137719,3.32631795450507
"19","Coleman","SFB",1998,1999,2.5,943227,12.5,2.68644236830565,2.68644236830565,0.431179233043235,1.94008005959069,2.05513322774989,2.18681052616727,2.41771494680511,2.68644236830565,3.01090994545838,3.24138840165685,3.38703208350854,3.61843029690336
"20","Coleman","SFB",1999,2000,2.5,1164817,12.5,2.53354105912956,2.53354105912956,0.36669269406974,1.83006240916945,1.95668553662176,2.09107929683171,2.28848923139785,2.53354105912956,2.78009072825254,2.97944630541113,3.12109954412914,3.32432531810605
"21","Coleman","SFB",2000,2001,3,1947231,12,2.65133581722488,2.65133581722488,0.400468445546134,1.96763917835126,2.01761033617596,2.17016706999806,2.38522408747307,2.65133581722488,2.90436181171068,3.20044779319407,3.3612494071922,3.4743001837025
"22","Coleman","SFB",2001,2002,3,2161402,12,2.71584713949849,2.71584713949849,0.382413313053084,2.04147754391106,2.12359651937019,2.25254245904665,2.47941781208251,2.71584713949849,2.98215412179069,3.22395802143014,3.3866071939989,3.49035578803302
"23","Coleman","SFB",2002,2003,2.5,197067,12.5,2.34924819232766,2.34924819232766,0.366635051516762,1.72441198458652,1.80266077375267,1.89479926057652,2.07330401689328,2.34924819232766,2.61716657891376,2.8209799444756,2.98597814459095,3.11017776217471
"24","Coleman","SFB",2003,2004,3,338670,12,2.49773025313196,2.49773025313196,0.349347193755228,1.87680636448296,1.93790402372714,2.04956154805513,2.22593761572691,2.49773025313196,2.75203572405216,2.94720834145823,3.0698219832151,3.19532368977791
"25","Coleman","SFB",2004,2005,2.5,144483,12.5,2.50095185855996,2.50095185855996,0.365407166677032,1.86166062593931,1.92273932064884,2.03180006823221,2.25485479890617,2.50095185855996,2.74304662379324,3.00513250364434,3.15124672561481,3.23209094347309
"26","Coleman","SFB",2006,2007,3.5,3228969,11.5,3.86333350480883,3.86333350480883,0.603773109024493,2.76214011203414,2.90929863024034,3.12442707692124,3.46774736606231,3.86333350480883,4.25851577295506,4.67261980611893,4.94761412107798,5.21613299499047
"27","Feather","SFB",1976,1977,12,71539,3,2.07298945152527,2.07298945152527,0.307941606210525,1.51872512601908,1.62411056594227,1.70246124569605,1.86634267776341,2.07298945152527,2.28994543318828,2.49935849656835,2.6223082166331,2.72226075640824
"28","Feather","SFB",1977,1978,7,603017,8,2.13576713841861,2.13576713841861,0.317348899248465,1.53910574199265,1.64816220972214,1.76281414656696,1.94614729067559,2.13576713841861,2.36346670924959,2.58238755178044,2.69257640129767,2.78096789321835
"29","Feather","SFB",1978,1979,7,528317,8,2.5591783867771,2.5591783867771,0.390239345568641,1.82648961085665,1.91586308557366,2.07901457435776,2.32247797630829,2.5591783867771,2.79369384041572,3.06587945234034,3.24590105502364,3.38727700797999
"30","Feather","SFB",1979,1980,7,605923,8,2.25922707961036,2.25922707961036,0.317177191049152,1.71060733393858,1.79849665208133,1.88750783831139,2.04685015426449,2.25922707961036,2.47769496665902,2.6741487617067,2.82197098167559,3.00529205028062
"31","Feather","SFB",1980,1981,7,567514,8,2.22054944901986,2.22054944901986,0.315362420256506,1.65592040830349,1.76074593365631,1.84594788322614,2.0183121849882,2.22054944901986,2.43869630244944,2.6522825982888,2.76514872985163,2.87924542313894
"32","Feather","SFB",1981,1982,6.5,386301,8.5,2.37762038943214,2.37762038943214,0.350335463346296,1.69050402799036,1.83638548914605,1.93796123376188,2.14635278880204,2.37762038943214,2.61614690006677,2.83822943285979,2.95130617125437,3.14477618312988
"33","Feather","SFB",1982,1983,6,1056133,9,2.7712051253918,2.7712051253918,0.385555479154831,2.06568544154351,2.20645282980887,2.33306950130185,2.49710841483709,2.7712051253918,3.02436412311735,3.26533846428899,3.46418298521469,3.62517202489233
"34","Feather","SFB",1983,1984,6,40185,9,2.08195592435095,2.08195592435095,0.294909394166022,1.53263153767299,1.63567807019582,1.70712160103021,1.86513592406851,2.08195592435095,2.28832148145597,2.4717978329031,2.59226029787943,2.70796175733224
"35","Feather","SFB",1984,1985,6,753188,9,2.46514051350261,2.46514051350261,0.354222195205336,1.81135610177469,1.89705441446641,2.00866997655393,2.21933123348528,2.46514051350261,2.68550499920389,2.94726373504483,3.07587740311675,3.16261115117525
"36","Feather","SFB",1985,1986,6.5,789471,8.5,2.48587304496782,2.48587304496782,0.368976861695655,1.83813166419187,1.91979139236005,2.04228262647351,2.25358325888967,2.48587304496782,2.74211584759989,3.00738707780276,3.12764323419617,3.23443445869352
"37","Feather","SFB",1986,1987,5,442071,10,2.25483859008246,2.25483859008246,0.369724910158116,1.59208882180464,1.71449379107965,1.81551745595402,2.03043686694485,2.25483859008246,2.49166319958127,2.73718280560443,2.91894220438853,3.03817650348555
"38","Feather","SFB",1987,1988,5.5,1037722,9.5,2.39692086276789,2.39692086276789,0.372498833160161,1.751855309402,1.8445054845113,1.9508017433457,2.15997310263381,2.39692086276789,2.66520078793545,2.89759065882891,3.04316215983624,3.11717054063294
"39","Feather","SFB",1988,1989,5.5,1009915,9.5,2.6604839830886,2.6604839830886,0.406122629334136,1.94496561552403,2.02339883343426,2.12614841055081,2.38628021814511,2.6604839830886,2.95028811392396,3.19384887838641,3.33357119228731,3.51380025615894
"40","Feather","SFB",1989,1990,4.5,774681,10.5,2.76202794017956,2.76202794017956,0.414068830225722,2.00896303249254,2.12396439980425,2.26854543610685,2.49445522900701,2.76202794017956,3.04577774467069,3.35574891860519,3.51312365073044,3.61855239769612
"41","Feather","SFB",1990,1991,4.5,799260,10.5,2.34048794245657,2.34048794245657,0.351117231488019,1.7049137187741,1.79413244887756,1.90722162855948,2.11713998671901,2.34048794245657,2.55595929104066,2.81244814012928,2.94259485826942,3.03616779970669
"42","Feather","SFB",1991,1992,4.5,986627,10.5,2.64890602251612,2.64890602251612,0.391376006402513,1.95757708139214,2.06926064935249,2.19003421272434,2.39571095049375,2.64890602251612,2.94010074345148,3.19452014352235,3.37733075980789,3.50050284564709
"43","Feather","SFB",1993,1994,5,1689950,10,2.47131919358973,2.47131919358973,0.349807363765464,1.84761373242608,1.93091550582789,2.04387994307523,2.23488726001927,2.47131919358973,2.69186339397069,2.91369580033725,3.08542737818072,3.23558556562898
"44","Feather","SFB",1994,1995,4.5,1852924,10.5,2.54726637561524,2.54726637561524,0.363901168363803,1.90862694848802,1.99983017005589,2.11673689490894,2.32149122642707,2.54726637561524,2.78946432284814,3.04971752846243,3.22399044722862,3.33716405738488
"45","Feather","SFB",1995,1996,5.5,2335753,9.5,2.52680069541096,2.52680069541096,0.367921123351604,1.87566274731151,1.97948241485632,2.07302082109828,2.28546292271681,2.52680069541096,2.78447065691166,2.99724716937851,3.19176521814483,3.31757541030554
"46","Feather","SFB",1996,1997,5,963150,10,2.51989773453355,2.51989773453355,0.340845398125281,1.87821378568362,1.98610176196107,2.10017696507976,2.30320921252611,2.51989773453355,2.76489419382194,2.99721652246453,3.11507919837074,3.21858796830134
"47","Feather","SFB",1997,1998,2,63296,13,2.39835409703424,2.39835409703424,0.370689494151385,1.77253404951135,1.85614225424475,1.96414214264132,2.17636164840798,2.39835409703424,2.64194431830263,2.9379455694769,3.08467327326114,3.19110970821938
"48","Feather","SFB",1998,1999,3.5,1671951,11.5,2.43992478810556,2.43992478810556,0.334209799449758,1.86595769560621,1.92619599696792,2.01425314161079,2.20349445313856,2.43992478810556,2.66029544330905,2.87628491047186,3.00090994614944,3.14458793550714
"49","Feather","SFB",1999,2000,2.5,902640,12.5,2.74951779388407,2.74951779388407,0.433737672210596,2.01067406216366,2.12622829464261,2.24463718893514,2.48896182831924,2.74951779388407,3.08392372890915,3.38493847696409,3.54040379916248,3.66181686501248
"50","Feather","SFB",2000,2001,3,1127553,12,2.34394237951929,2.34394237951929,0.341588004943829,1.76602492831992,1.83383925659886,1.94174359488205,2.1075441941229,2.34394237951929,2.56591738205669,2.81020978781972,2.95973819023107,3.10973588781415
"51","Feather","SFB",2001,2002,3,1962528,12,2.63711942127425,2.63711942127425,0.376714230804548,1.96995372140284,2.05103529297836,2.17122179905849,2.39325619985552,2.63711942127425,2.87614064413892,3.13226060382886,3.29653033458991,3.3957460500447
"52","Feather","SFB",2002,2003,3.5,1715120,11.5,2.31886284271703,2.31886284271703,0.341443403530371,1.74555614910718,1.8114001628946,1.89853902503562,2.07914770772108,2.31886284271703,2.56914284104401,2.8238009418122,2.94237798170292,3.05318984050429
