recovery_id,tag_type,tag_code,tag_status,sequential_number,Observer,Vessel_name,Vessel_type,Cruise_no,Second_Cruise_no,Vessel_or_Plant_code,Haul_or_Delivery_no,species_name_by_observer,Missing_Fins,sample:in_or_out?,recovery_date,run_year,Lat,latmin,Hem,Long,Longmin,Bear,Area,Source_of_capture_information,sex,gonad_maturity,length,weight,Other_comments,Scalesample,Date_entered,Plant_recovery,detection_method,sampling_site,Date_snout_sent_to_ABL,Jerry_detected_with_wand,sampling_agency,fishery,gear_name,Report_code,New_data,length_code,length_type,weight_code,weight_type,recorded_mark,location_type,hssector,sequential_column_number,sequential_row_number,delivery_date,plant_name,specimen_number,Initials_CWT_reader
1980092003,,631760,1,,,,,,,,,STEELHEAD,Ad,,19800713,1980,53,0,N,145,0,W,,,,,,,,,19841001,,V,hsea,,,,83,RESGILL,,N,,,,,5000,1,,,,,,,
1981091001,,042012,1,,TEIG,DAISHIU MARU #28,JV_JAPAN,,,,67,CHINOOK,Ad,,19811113,1981,55,0,N,158,12,W,,,F,,410,0.94,,,19841001,,V,hsea,,,,81,TRAWL,,N,0,1,1,1,5000,1,3,,,,,,
1981091002,,050452,1,,CHEATHAM,MYS OBRUCHEVA,,,,,52,CHINOOK,Ad,,19810907,1981,41,2,N,124,22,W,,,M,,630,2.8,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091003,,050536,1,,KRUEGER,MANTA,,,,,44,CHINOOK,Ad,,19810816,1981,40,49,N,124,26,W,,,F,,480,1.43,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091004,,050537,1,,KRUEGER,MANTA,,,,,46,CHINOOK,Ad,,19810816,1981,40,49,N,124,26,W,,,M,,500,1.53,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091005,,050539,1,,HOKMAN,MYS LUPATKA,,,,,7,CHINOOK,Ad,,19810607,1981,41,52,N,124,32,W,,,M,,410,1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091006,,050619,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,25,CHINOOK,Ad,,19810809,1981,41,48,N,124,26,W,,,F,,525,1.78,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091007,,050646,1,,HOKMAN,18TH CONGRESS,JV_SOVIET,,,,14,CHINOOK,Ad,,19810702,1981,46,0,N,124,26,W,,,M,,585,2.9,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091008,,064103,1,,BUCHHOLZ,KAPRELIA,,,,,49,CHINOOK,Ad,,19811011,1981,42,49,N,124,55,W,,,F,,690,4.5,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091009,,065816,1,,BUCHHOLZ,KAPRELIA,,,,,48,CHINOOK,Ad,,19811016,1981,44,7,N,124,34,W,,,F,,600,3,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091010,,065901,1,,TONER,KLIMOVA,,,,,22,CHINOOK,Ad,,19810607,1981,41,56,N,124,28,W,,,M,,530,2.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091011,,065901,1,,VARNEY,LACERTA,,,,,6,CHINOOK,Ad,,19810719,1981,41,19,N,124,31,W,,,M,,570,2.5,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091012,,065901,1,,GRABTREE,DELFIN,,,,,12,CHINOOK,Ad,,19810824,1981,43,45,N,124,34,W,,,F,,610,3.2,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091013,,065901,1,,CHEATHAM,MYS OBRUCHEVA,,,,,58,CHINOOK,Ad,,19810905,1981,40,43,N,124,31,W,,,F,,590,2.4,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091014,,065901,1,,CHEATHAM,MYS OBRUCHEVA,,,,,56,CHINOOK,Ad,,19810905,1981,40,43,N,124,31,W,,,M,,610,3.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091015,,065901,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,28,CHINOOK,Ad,,19810814,1981,40,53,N,124,27,W,,,M,,610,3.2,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091016,,065901,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,30,CHINOOK,Ad,,19810816,1981,40,43,N,124,31,W,,,M,,560,2.4,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091017,,065901,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,36,CHINOOK,Ad,,19810909,1981,40,51,N,124,26,W,,,F,,690,4.85,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091018,,065901,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,26,CHINOOK,Ad,,19810809,1981,41,48,N,124,26,W,,,M,,630,3.4,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091019,,065902,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,32,CHINOOK,Ad,,19810816,1981,40,46,N,124,28,W,,,F,,410,0.95,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091020,,065902,1,,KRUEGER,MANTA,,,,,47,CHINOOK,Ad,,19810816,1981,40,49,N,124,26,W,,,F,,420,0.96,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091021,,065902,1,,CHEATHAM,MYS OBRUCHEVA,,,,,61,CHINOOK,Ad,,19810902,1981,40,56,N,124,32,W,,,M,,400,0.95,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091022,,065903,1,,MARSHALL,MYS BELKINA,,,,,16,CHINOOK,Ad,,19810728,1981,40,55,N,124,21,W,,,M,,420,,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,,,5000,1,1,,,,,,
1981091023,,065903,1,,MARSHALL,MYS BELKINA,,,,,55,CHINOOK,Ad,,19810904,1981,40,38,N,124,32,W,,,M,,520,1.64,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091024,,065903,1,,DRAVES,NADEZHDA,JV_SOVIET,,,,43,CHINOOK,Ad,,19810907,1981,40,42,N,124,30,W,,,M,,495,1.67,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091025,,065903,1,,DRAVES,NADEZHDA,JV_SOVIET,,,,40,CHINOOK,Ad,,19810908,1981,40,40,N,124,31,W,,,M,,510,1.61,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091026,,066107,1,,RALSTON,ARGONAUT,,,,,15,CHINOOK,Ad,,19810718,1981,41,40,N,124,26,W,,,F,,690,5.2,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091027,,066114,1,,POSTLE,VEGA,,,,,2,CHINOOK,Ad,,19810730,1981,43,21,N,124,53,W,,,F,,560,2.4,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091028,,066115,1,,VARNEY,LACERTA,,,,,4,CHINOOK,Ad,,19810727,1981,41,38,N,124,41,W,,,M,,560,2.3,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091029,,066115,1,,HOKMAN,MYS LUPATKA,,,,,9,CHINOOK,Ad,,19810619,1981,40,49,N,124,25,W,,,M,,570,2.7,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091030,,066115,1,,MARSHALL,MYS BELKINA,,,,,17,CHINOOK,Ad,,19810728,1981,40,53,N,124,20,W,,,M,,560,2.6,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091031,,066117,1,,POSTLE,VEGA,,,,,3,CHINOOK,Ad,,19810725,1981,41,19,N,124,28,W,,,M,,500,1.5,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091032,,066117,1,,HOKMAN,MYS LUPATKA,,,,,10,CHINOOK,Ad,,19810604,1981,41,52,N,124,32,W,,,F,,390,0.7,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091033,,066117,1,,HOKMAN,MYS LUPATKA,,,,,11,CHINOOK,Ad,,19810604,1981,41,52,N,124,32,W,,,F,,360,0.6,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091034,,066117,1,,HOKMAN,MYS LUPATKA,,,,,13,CHINOOK,Ad,,19810602,1981,41,15,N,124,27,W,,,M,,350,0.65,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091035,,066117,1,,MARSHALL,MYS BELKINA,,,,,18,CHINOOK,Ad,,19810728,1981,40,55,N,124,21,W,,,M,,440,1.23,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091036,,066117,1,,CHEATHAM,MYS OBRUCHEVA,,,,,59,CHINOOK,Ad,,19810902,1981,40,56,N,124,32,W,,,M,,470,1.37,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091037,,066117,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,31,CHINOOK,Ad,,19810816,1981,40,46,N,124,28,W,,,F,,460,1.22,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091038,,066117,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,34,CHINOOK,Ad,,19810816,1981,40,46,N,124,28,W,,,F,,440,1.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091039,,066117,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,29,CHINOOK,Ad,,19810816,1981,40,43,N,124,31,W,,,M,,560,,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,,,5000,1,1,,,,,,
1981091040,,066130,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,35,CHINOOK,Ad,,19810905,1981,40,40,N,124,35,W,,,M,,670,3.6,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091041,,066131,1,,VARNEY,DELFIN,,,,,5,CHINOOK,Ad,,19810618,1981,44,3,N,124,38,W,,,F,,490,1.4,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091042,,066131,1,,CHEATHAM,MYS OBRUCHEVA,,,,,60,CHINOOK,Ad,,19810905,1981,40,43,N,124,31,W,,,F,,520,1.9,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091043,,066131,1,,CHEATHAM,MYS OBRUCHEVA,,,,,54,CHINOOK,Ad,,19810904,1981,40,38,N,124,32,W,,,F,,610,3,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091044,,066132,1,,HOKMAN,MYS LUPATKA,,,,,12,CHINOOK,Ad,,19810604,1981,41,52,N,124,32,W,,,M,,470,1.4,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091045,,066132,1,,DRAVES,NADEZHDA,JV_SOVIET,,,,42,CHINOOK,Ad,,19810909,1981,40,34,N,124,32,W,,,F,,490,1.55,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091046,,066133,1,,BUCHHOLZ,KAPRELIA,,,,,50,CHINOOK,Ad,,19811016,1981,44,7,N,124,34,W,,,M,,500,1.46,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091047,,066134,1,,TONER,KLIMOVA,,,,,21,CHINOOK,Ad,,19810725,1981,41,18,N,124,26,W,,,M,,440,1.27,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091048,,066134,1,,CHEATHAM,MYS OBRUCHEVA,,,,,57,CHINOOK,Ad,,19810904,1981,40,38,N,124,31,W,,,F,,440,1.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091049,,071637,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,1,CHINOOK,Ad,,19810729,1981,41,52,N,124,39,W,,,F,,710,4.82,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091050,,071853,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,33,CHINOOK,Ad,,19810816,1981,40,40,N,124,35,W,,,F,,560,2.25,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091051,,071854,1,,CHEATHAM,MYS OBRUCHEVA,,,,,62,CHINOOK,Ad,,19810901,1981,40,35,N,124,32,W,,,M,,590,2.7,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091052,,071854,1,,MARSHALL,MYS BELKINA,,,,,19,CHINOOK,Ad,,19810727,1981,40,53,N,124,20,W,,,F,,560,1.9,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091053,,071854,1,,KRUEGER,MANTA,,,,,45,CHINOOK,Ad,,19810000,1981,40,49,N,124,26,W,,,F,,540,2.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091054,,071932,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,27,CHINOOK,Ad,,19810810,1981,41,57,N,124,30,W,,,F,,510,1.43,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091055,,071935,1,,BUCHHOLZ,KAPRELIA,,,,,51,CHINOOK,Ad,,19811009,1981,43,7,N,124,52,W,,,F,,640,4.7,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091056,,072210,1,,DRAVES,NADEZHDA,JV_SOVIET,,,,41,CHINOOK,Ad,,19810909,1981,40,34,N,124,32,W,,,M,,470,1.41,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091057,,072228,1,,CHEATHAM,MYS OBRUCHEVA,,,,,53,CHINOOK,Ad,,19811024,1981,48,22,N,125,14,W,,,M,,510,1.7,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091058,,072235,1,,HAMILTION,18TH CONGRESS,JV_SOVIET,,,,24,CHINOOK,Ad,,19810808,1981,40,46,N,124,28,W,,,F,,440,1.26,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091059,,072246,1,,CHEATHAM,MYS OBRUCHEVA,,,,,63,CHINOOK,Ad,,19810901,1981,40,35,N,124,32,W,,,M,,480,1.65,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091060,,072340,1,,CRABTREE,DELFIN,,,,,39,CHINOOK,Ad,,19810824,1981,43,45,N,124,34,W,,,M,,470,1.6,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091061,,622002,1,,TONER,KLIMOVA,,,,,20,CHINOOK,Ad,,19810725,1981,41,18,N,124,26,W,,,F,,660,4.3,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091062,,631945,1,,HAMILTON,18TH CONGRESS,JV_SOVIET,,,,37,CHINOOK,Ad,,19810924,1981,46,35,N,124,28,W,,,F,,630,2.95,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981091068,,050335,1,,HOKMAN,18TH CONGRESS,JV_SOVIET,,,,8,COHO,Ad,,19810704,1981,47,26,N,124,47,W,,,F,,530,2,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1981092001,,072201,1,,,,,,,,,STEELHEAD,Ad,,19810716,1981,54,10,N,144,56,W,,,M,,524,1.58,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092002,,091636,1,,,,,,,,,STEELHEAD,Ad,,19810721,1981,49,1,N,145,0,W,,,F,,710,4.25,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092003,,102119,1,,,,,,,,,STEELHEAD,Ad,,19810722,1981,50,24,N,174,25,E,,,M,,604,2.3,,,19841001,,V,hsea,,,,84,SALGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092004,,121600,1,,,,,,,,,STEELHEAD,Ad,,19810713,1981,55,58,N,145,1,W,,,F,,582,2.38,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092005,,121729,1,,,,,,,,,STEELHEAD,Ad,,19810621,1981,45,59,N,179,59,E,,,F,,690,3.5,,,19841001,,V,hsea,,,,84,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092006,,121757,1,,,,,,,,,STEELHEAD,Ad,,19810716,1981,54,10,N,144,56,W,,,M,,575,2.02,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092007,,622131,1,,,,,,,,,STEELHEAD,Ad,,19810717,1981,52,59,N,145,0,W,,,M,,601,2.13,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092008,,622331,1,,,,,,,,,STEELHEAD,Ad,,19810717,1981,52,59,N,145,0,W,,,M,,641,2.08,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092009,,625102,1,,,,,,,,,STEELHEAD,Ad,,19810718,1981,52,0,N,145,0,W,,,M,,538,1.73,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092010,,632018,1,,,,,,,,,STEELHEAD,Ad,,19810618,1981,43,0,N,179,56,E,,,M,,516,1.37,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1981092011,,LBOR,1,,,,,,,,,STEELHEAD,Ad,,19810720,1981,50,1,N,145,0,W,,,F,,704,4.15,,,19841001,,V,hsea,,,,83,RESGILL,,N,0,1,1,1,5000,1,,,,,,,
1982091001,,065903,1,,GREENSTEIN,MYS OBRUCHEVA,,,,,,CHINOOK,Ad,,19820520,1982,40,32,N,124,37,W,,,F,,470,1.34,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091002,,072235,1,,GREENSTEIN,MYS OBRUCHEVA,,,,,,CHINOOK,Ad,,19820506,1982,40,57,N,124,22,W,,,F,,540,2.25,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091003,,066120,1,,GREENSTEIN,MYS OBRUCHEVA,,,,,,CHINOOK,Ad,,19820522,1982,40,45,N,124,28,W,,,M,,460,1.21,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091004,,066117,1,,GREENSTEIN,MYS OBRUCHEVA,,,,,,CHINOOK,Ad,,19820506,1982,40,52,N,124,22,W,,,F,,530,1.79,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091005,,050649,1,,GREENSTEIN,MYS OBRUCHEVA,,,,,,CHINOOK,Ad,,19820426,1982,44,8,N,124,21,W,,,M,,785,5.5,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091006,,072243,1,,RUGERT,M/T HAJDUK,,,,,,CHINOOK,Ad,,19820509,1982,54,21,N,165,45,W,,,F,,520,1.7,,,19841001,,V,hsea,,,,82,TRAWL,,N,0,1,1,1,5000,1,4,,,,,,
1982091007,,066120,1,,DUPEE,OFELIA/AMBITION,,,,,,CHINOOK,Ad,,19820522,1982,43,4,N,124,35,W,,,F,,470,1.4,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091008,,072244,1,,DUPEE,OFELIA/PERSISTENCE,,,,,,CHINOOK,Ad,,19820522,1982,43,0,N,124,40,W,,,M,,550,2,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091009,,NdSm,1,,DUPEE,OFELIA/PIONEER,,,,,,CHINOOK,Ad,,19820603,1982,46,38,N,124,18,W,,,F,,640,3.45,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091010,,072055,1,,DUPEE,OFELIA/PATIENCE,,,,,,CHINOOK,Ad,,19820615,1982,46,50,N,124,55,W,,,F,,610,2.7,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091011,,065903,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820414,1982,41,27,N,124,26,W,,,,,555,1.98,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091012,,072209,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820417,1982,41,29,N,124,37,W,,,F,,520,1.75,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091013,,072209,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820418,1982,41,30,N,124,39,W,,,F,,530,2,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091014,,066117,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820506,1982,40,52,N,124,21,W,,,F,,510,1.8,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091015,,065903,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820506,1982,40,53,N,124,22,W,,,M,,490,,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,,,5000,1,1,,,,,,
1982091016,,071936,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820506,1982,40,53,N,124,22,W,,,F,,700,4.15,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091017,,066134,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820506,1982,40,52,N,124,21,W,,,M,,560,1.7,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091018,,066136,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820506,1982,40,53,N,124,22,W,,,F,,440,0.95,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091019,,066133,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820510,1982,40,48,N,124,25,W,,,M,,560,2.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091020,,066134,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820510,1982,40,48,N,124,25,W,,,F,,400,,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,,,5000,1,1,,,,,,
1982091021,,065902,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820510,1982,40,48,N,124,25,W,,,M,,510,1.6,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091022,,066134,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820510,1982,40,48,N,124,25,W,,,F,,490,1.6,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091023,,066117,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820514,1982,41,27,N,124,26,W,,,M,,530,1.8,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091024,,066132,1,,CHEATHAM_C,MYS MALTSEVA,,,,,,CHINOOK,Ad,,19820520,1982,41,41,N,124,24,W,,,F,,460,1.2,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091025,,066120,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820520,1982,40,35,N,124,38,W,,,F,,510,1.7,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091026,,066018,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820601,1982,46,30,N,124,18,W,,,M,,240,,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,,,5000,1,1,,,,,,
1982091027,,066109,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820520,1982,40,34,N,124,38,W,,,F,,530,2,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091028,,066117,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820520,1982,40,38,N,124,34,W,,,M,,550,2.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091029,,621704,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820520,1982,40,34,N,124,38,W,,,F,,580,2.6,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091030,,065822,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820520,1982,40,34,N,124,38,W,,,F,,430,1.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091031,,072210,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820520,1982,40,34,N,124,38,W,,,M,,500,1.6,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091032,,066117,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820520,1982,40,38,N,124,34,W,,,F,,,,,,19841001,,V,hsea,,,,80,TRAWL,,N,,,,,5000,1,1,,,,,,
1982091034,,066117,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820511,1982,40,57,N,124,22,W,,,F,,470,1.1,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
1982091035,,066117,1,,MARSHALL_B,MYS BELKINA,,,,,,CHINOOK,Ad,,19820519,1982,40,54,N,124,20,W,,,F,,520,1.75,,,19841001,,V,hsea,,,,80,TRAWL,,N,0,1,1,1,5000,1,1,,,,,,
